frame_no,timestamp,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
54,1806.0,13,447,373,48.69928313683418,40.6372094184321,0.0,0.5455527670770792,0.0,10.911055341541584,10,366,514,39.87458082344812,55.99872826025228,63.77405518896703,37.0474224020973,164.22229394554117,-261.36341965128537,,,,,,,,,
55,1838.3,13,446,373,48.59033619469361,40.6372094184321,-0.003304667071325596,0.0,22.03111380882431,0.0,10,387,524,42.16246660840007,57.08819768165797,69.54605060441047,27.979853477419105,119.0610569789076,-298.26738695023516,,,,,,,,,
56,1874.7,13,447,373,48.69928313683418,40.6372094184321,0.0,0.0,0.0,0.0,10,410,532,44.668246277633145,57.959773218782516,71.94405115566803,17.670626026018937,78.9514384602778,-312.2482065934152,,,,,,,,,
57,1905.9,13,447,374,48.69928313683418,40.74615636057267,0.0,0.0043491923485013935,0.0,-21.745961742514098,10,432,536,47.06507900472565,58.39556098734479,73.45978299054904,7.683965995649774,29.68617055059514,-326.49356546277863,,,,,,,,,
58,1937.9,13,447,373,48.69928313683418,40.6372094184321,0.007634011569546276,0.0,-21.811461627280696,0.0,10,456,536,49.6798056160993,58.39556098734479,73.58922938665604,-2.614409734808299,-37.87272801815341,-316.0752478334469,,,,,,,,,
59,1973.8,13,447,373,48.69928313683418,40.6372094184321,0.0,0.0,0.0,0.0,10,479,534,52.18558528533238,58.177667103063655,72.26265159115813,-13.537019547582437,-72.52156085200097,-317.57309660742044,,,,,,,,,
60,2006.2,13,447,373,48.69928313683418,40.6372094184321,0.0,-0.5417483095754637,0.0,10.856679550610501,11,501,528,54.58241801242489,57.52398545022024,69.664857957088,-24.03283538287024,-105.35765676118442,-305.94514597331346,,,,,,,,,
61,2038.2,13,446,373,48.59033619469361,40.6372094184321,0.004349192348503787,0.0,21.74596174251415,0.0,10,522,519,56.87030379737683,56.543462970955126,65.2772886495284,-33.25460086354468,-127.86886195448169,-294.89566201174546,,,,,,,,,
62,2073.8,13,447,373,48.69928313683418,40.6372094184321,0.0,0.0,0.0,0.0,11,542,507,59.049242640188204,55.2360996652683,60.443528265688165,-42.45503403846221,-163.86090565739812,-260.7871932101736,,,,,,,,,
63,2106.0,13,447,373,48.69928313683418,40.6372094184321,0.0,0.5417483095754619,0.0,10.856679550610465,11,560,492,61.010287598718435,53.60189553315977,53.41240866982419,-50.57850255206767,-220.3427297571285,-226.03215200659514,,,,,,,,,
64,2138.1,13,447,373,48.69928313683418,40.6372094184321,0.5460975019239683,0.0,-10.900149739001332,0.0,11,576,475,62.75343867296753,51.7497975167701,45.77423567226666,-57.68389592595787,-262.5826491018097,-194.1793142127434,,,,,,,,,
65,2173.9,13,447,373,48.69928313683418,40.6372094184321,0.0,0.0,0.0,0.0,11,590,456,64.27869586293549,49.6798056160993,37.0182038583526,-63.83101999781395,-304.1775440396165,-166.30543335030106,,,,,,,,,
66,2206.3,13,447,374,48.69928313683418,40.74615636057267,0.0,-0.004349192348508652,0.0,-21.74596174251415,11,599,435,65.25921834220061,47.391919831147355,27.148854558628994,-68.59464814789148,-303.3572525199433,-133.2130243807183,,,,,,,,,
67,2238.3,13,447,373,48.69928313683418,40.6372094184321,0.0,0.0,0.0,0.0,11,606,413,66.02184693718459,44.995087104054846,17.44218641295708,-72.02122448068295,-302.92731615386896,-91.99490843645908,,,,,,,,,
68,2273.6,13,447,373,48.69928313683418,40.6372094184321,-0.520258554725515,0.0,-10.436480536118674,0.0,11,610,390,66.45763470574687,42.48930743482177,6.943309897971522,-72.54558878411959,-299.1302585758524,-8.510389845398871,,,,,,,,,
69,2306.2,13,447,373,48.69928313683418,40.6372094184321,0.0,-0.5460975019239702,0.0,10.900149739001371,11,610,366,66.45763470574687,39.87458082344812,-3.7639098198599443,-74.59332758773152,-315.5169092115692,13.119341901437442,,,,,,,,,
70,2339.2,13,447,373,48.69928313683418,40.6372094184321,0.0,0.0,0.0,0.0,11,608,342,66.23974082146573,37.25985421207447,-14.059805403740274,-72.37497865125864,-321.4927396775972,84.98293280562281,,,,,,,,,
71,2376.6,13,446,373,48.59033619469361,40.6372094184321,0.06542704962900767,0.0,21.809016543002617,0.0,11,602,321,65.58605916862233,34.97196842712253,-25.505917459748122,-70.68138693963014,-330.95182604006305,44.70848391315506,,,,,,,,,
72,2406.4,13,447,373,48.69928313683418,40.6372094184321,0.0,0.0,0.0,0.0,12,592,298,64.49658974721663,32.466188757889455,-33.86175691769065,-65.9058018401007,-285.2385218828544,160.28436563610387,,,,,,,,,
73,2440.0,13,447,373,48.69928313683418,40.6372094184321,0.0,0.0,0.0,0.0,11,580,279,63.18922644152981,30.39619685721865,-44.156118924192675,-60.0135595001442,-275.65633810915557,160.28332019267918,,,,,,,,,
74,2473.6,13,447,373,48.69928313683418,40.6372094184321,0.5701341888145354,0.0,-11.402683776290706,0.0,11,565,260,61.55502230942128,28.326204956547848,-51.6720027067064,-55.16287733139886,-208.5550862683549,275.26078635965496,,,,,,,,,
75,2506.1,13,447,373,48.69928313683418,40.6372094184321,0.0,0.0,0.0,0.0,11,548,245,59.702924293031614,26.692000824439315,-58.46200004534016,-45.895401904753136,-208.24679662566217,241.12786977708768,,,,,,,,,
76,2538.2,13,447,373,48.69928313683418,40.6372094184321,0.0,0.0,0.0,0.0,11,528,232,57.52398545022024,25.275690576611925,-64.77260363144156,-38.18877469363522,-144.23133413624,284.2133153777694,,,,,,,,,
77,2573.6,13,447,373,48.69928313683418,40.6372094184321,0.0,0.0,0.0,0.0,11,508,222,55.34504660740887,24.186221155206237,-67.9722366179766,-27.238425859170846,-117.44959195704936,283.22824308490516,,,,,,,,,
78,2605.8,13,447,373,48.69928313683418,40.6372094184321,0.0,0.0,0.0,0.0,11,485,214,52.83926693817579,23.314645618081688,-71.26948864910814,-18.084988781393594,-48.67373705072584,316.754038414677,,,,,,,,,
79,2638.1,13,447,373,48.69928313683418,40.6372094184321,0.0,0.0,0.0,0.0,11,462,210,50.33348726894271,22.878857849519413,-72.59614595012143,-7.608769187308742,-12.396139711205004,327.9990070712084,,,,,,,,,
80,2673.9,13,447,373,48.69928313683418,40.6372094184321,0.0,0.5455505889515293,0.0,10.87837664908332,11,440,210,47.9366545418502,22.878857849519413,-72.88219191854034,2.2213059442115095,19.54420211530025,304.20409596558943,4,213,1,23.20569867594112,0.10894694214056865,,,,
81,2706.3,13,447,373,48.69928313683418,40.6372094184321,0.0,0.5485571442162286,0.0,10.916560083905047,11,417,212,45.430874872617125,23.096751733800552,-71.26948864910828,13.182768438931058,48.67373705072285,305.48988636790307,11,216,5,23.532539502362827,0.5447347107028432,,,,
82,2737.8,13,447,373,48.69928313683418,40.6372094184321,0.0,0.0,0.0,0.0,11,395,218,43.03404214552461,23.750433386643962,-68.63442654354392,22.768939974347397,91.86894626240884,281.3833231525841,26,208,11,22.660963965238277,1.198416363546255,,,,
83,2773.9,13,447,374,48.69928313683418,40.74615636057267,0.0,0.0,0.0,-21.789388428113906,11,374,226,40.74615636057267,24.62200892376851,-65.36816528434119,31.594613220764906,130.7363305686827,283.26204956547826,33,210,17,22.878857849519413,1.8520980163896668,11.984163635462544,27.781470245845,305.0514379935926,206.99919006708043
84,2806.0,13,447,374,48.69928313683418,40.74615636057267,0.0,0.5474676737053521,0.0,-10.938415059048005,11,354,238,38.5672175177613,25.929372229455335,-59.473111728338985,40.84611095025648,187.96371371696674,249.44175879409244,41,214,23,23.314645618081688,2.5057796692330787,15.198096142742845,34.83706641159834,348.7179833809561,304.2649639401894
85,2838.2,13,447,373,48.69928313683418,40.6372094184321,0.0,0.542564452891281,0.0,10.808056830503642,11,336,252,36.60617255923106,27.4546294194233,-53.17131638334535,47.74567185443249,216.1611366100735,216.16113661006906,43,221,36,24.077274213065667,3.922089917060471,26.585658191672593,43.40515623130222,248.58530710158135,324.2417049151054
86,2873.9,13,447,373,48.69928313683418,40.6372094184321,0.0,-0.049899362812471704,0.0,20.79140117186447,12,320,268,34.863021484981964,29.197780493672393,-45.33318127636083,53.87123514071563,269.96334959092434,162.2703888335362,39,235,52,25.60253140303363,5.665240991309569,29.673227859970048,47.4307087889587,48.72984649655757,185.98558079519353
87,2906.1,13,447,374,48.69928313683418,40.74615636057267,0.0,-0.487978125990939,0.0,-9.749812707111676,11,308,287,33.55565817929514,31.2677723943432,-37.16018826703656,58.37083665684209,257.8489428525124,100.70261096785842,38,244,69,26.58305388229875,7.517339007699236,31.5545772814096,54.239422676719265,-21.915163427573837,83.39450189639317
88,2938.6,13,447,374,48.69928313683418,40.74615636057267,0.0,0.012816483139162373,0.0,-21.360805231940258,11,297,306,32.357241815748885,33.337764295014004,-28.214341338153226,64.64862507965141,280.9897607045102,120.55107903174185,33,257,91,27.99936413012614,9.914171734791745,27.109949638900133,57.19984581394131,-238.141254367965,-49.447091715123676
89,2978.7,13,447,374,48.69928313683418,40.74615636057267,0.0,-0.018167243742403114,0.0,-20.185826380450944,11,290,328,31.594613220764906,35.73459702210651,-18.12572583001396,66.6580904917509,249.26289938516243,81.75356824729037,26,266,107,28.979886609391258,11.657322809040844,28.243104863512556,58.7471796494832,-76.02227009307468,29.97760356596159
90,3013.7,13,447,373,48.69928313683418,40.6372094184321,0.0,-0.4707629917490636,0.0,10.069796614953232,11,285,350,31.04987851006206,38.13142974919902,-7.71028441298935,71.42941140319378,289.5470395647227,142.02182669667084,24,274,127,29.851462146515807,13.836261651852217,24.721588703084493,58.47689749383577,-105.09205921787459,-4.631029459283802
91,3040.2,13,447,373,48.69928313683418,40.6372094184321,0.0,-0.527032431949861,0.0,10.733858084518525,11,284,372,30.940931567921492,40.52826247629153,1.0468091256140173,72.01865685894066,295.0171381885462,24.528286702298818,12,271,142,29.524621320094102,15.470465783960746,23.1749155292223,57.34325831601098,160.67995299635416,52.270172464526595
92,3081.7,13,447,373,48.69928313683418,40.6372094184321,0.0,-0.49846141865713883,0.0,10.85972589666967,11,285,395,31.04987851006206,43.03404214552461,11.940422410356215,72.93004369043835,334.54580431134593,40.03193075634934,21,289,164,31.485666278624336,17.867298511053257,21.50477228382149,61.0428197412557,-54.81913922131496,14.59793219661122
93,3107.2,13,447,373,48.69928313683418,40.6372094184321,0.0,0.0,0.0,0.0,11,290,417,31.594613220764906,45.430874872617125,19.63813574120116,71.772224061472,295.4459049099407,-134.6889356105059,20,291,177,31.703560162905475,19.28360875888065,-67.15253668623905,-59.756928652206796,-1860.1298742435918,-2524.4347704560655
94,3138.4,13,447,373,48.69928313683418,40.6372094184321,0.0,0.0,0.0,0.0,11,298,438,32.466188757889455,47.718760657569064,28.916145697740095,66.11811581690115,272.58645798509946,-144.70223867866352,21,299,196,32.575135700030025,21.353600659551454,-72.45246696647217,-63.85259406330705,-2108.284484476888,-2520.6174714323006
95,3173.5,12,447,373,48.69928313683418,40.6372094184321,0.0,0.0,0.0,0.0,11,308,458,33.55565817929514,49.89769950038043,38.21803417902312,64.01141287642072,237.9511841127687,-234.33761297895543,21,305,216,33.228817352873435,23.532539502362827,16.15754376421696,54.597800192725856,-61.678214146975144,-155.012301445627
96,3205.9,13,447,373,48.69928313683418,40.6372094184321,0.0,0.0,0.0,0.0,11,321,476,34.97196842712253,51.85874445891067,45.32830888096836,55.48702115768946,225.12497938118648,-195.30504420271558,23,147,10,16.01520049466359,1.0894694214056864,11.82623683941516,49.29623565406611,3460.5102901636315,4734.22533390637
97,3238.3,13,447,373,48.69928313683418,40.6372094184321,0.0,0.0,0.0,0.0,11,337,492,36.71511950137163,53.60189553315977,52.52868342048025,48.39331066498065,200.1370199476359,-210.14871531373876,38,136,22,14.816784131117334,2.39683272709251,9.519174318677926,44.85463818288131,3749.3583840794918,4696.938437321957
98,3273.5,13,447,373,48.69928313683418,40.6372094184321,0.0,0.0,0.0,0.0,10,354,506,38.5672175177613,55.12715272312773,58.755296772950814,40.8372036708129,172.79406776578512,-229.14657113320115,33,317,259,34.536180658560255,28.217258014407278,130.3711298502521,-100.92389459454526,2345.949935867677,-2955.4215942997953
99,3306.0,13,447,373,48.69928313683418,40.6372094184321,0.0,0.0,0.0,0.0,11,373,518,40.6372094184321,56.434516028814556,63.67029086137133,32.65143121095964,141.3481870604321,-260.9504991884898,32,317,273,34.536180658560255,29.742515204375238,213.8668744317858,14.14895352474921,576.265685707914,-5436.468733093521
100,3339.2,13,447,373,48.69928313683418,40.6372094184321,0.0,0.0,0.0,0.0,11,395,527,43.03404214552461,57.415038508079675,67.63649579708758,23.162624974441105,99.32407770563229,-289.96398420141765,33,320,283,34.863021484981964,30.831984625780926,217.6883495764374,5.4192087352798355,376.8888955589658,-5478.611964529126
101,3373.7,13,447,373,48.69928313683418,40.6372094184321,0.0,0.5308644207475846,0.0,10.596096222506697,11,416,533,45.321927930476555,58.068720160923085,69.54103529911808,14.794745418448665,42.49013435332221,-290.6629748221736,32,545,30,59.376083466609906,3.2684082642170593,96.79759145616686,-122.82703718606733,-3016.080442735647,2518.2331194191142
102,3406.1,13,447,373,48.69928313683418,40.6372094184321,0.0,0.5425633731674726,0.0,10.840427036313148,11,438,536,47.718760657569064,58.39556098734479,71.75943159434473,4.379571509221305,20.273006405570058,-303.92182252456456,38,540,36,58.831348755907065,3.922089917060471,93.80486623067048,-130.18699575146536,-2975.1070084075227,2552.6335827196012
103,3438.3,13,447,373,48.69928313683418,40.6372094184321,0.0,0.5406468531141677,0.0,10.911137297964999,10,461,535,50.22454032680214,58.286614045204225,71.6212827103716,-5.850564480932636,-18.904563814936324,-295.56960722892813,42,535,41,58.286614045204225,4.466824627763314,90.17959573130473,-139.16367181029514,-2950.223988296245,2560.6930836900865
104,3475.5,13,447,374,48.69928313683418,40.74615636057267,0.0,-0.039233610860527846,0.0,-21.796450478068806,10,483,533,52.62137305389465,58.068720160923085,69.65353925709366,-15.811729321663869,-40.279840483468064,-310.643012213435,36,492,35,53.60189553315977,3.813142974919902,-12.038234090163307,3.1920596574824716,877.8520430042136,-42.41589263032139
105,3506.4,13,447,374,48.69928313683418,40.74615636057267,0.0,-0.005441937820839533,0.0,-21.7677512833383,11,505,526,55.01820578098716,57.306091565939106,66.39260034835189,-24.569141754624933,-127.28858459087083,-273.3207151393674,35,489,34,53.27505470673806,3.7041960327793335,-21.062880819592745,-4.3666381035286905,684.6235178738633,-43.75307129514554
106,3538.5,13,447,374,48.69928313683418,40.74615636057267,0.0,0.0021659259596486682,0.0,-21.659259596458412,11,526,516,57.306091565939106,56.21662214453342,62.473488982653166,-33.104586780292806,-163.68612935309636,-248.4228538361461,32,482,31,52.51242611175408,3.377355206357628,-79.25022672029877,165.29551167570077,-431.60879516890105,3516.336526808845
107,3573.7,13,447,373,48.69928313683418,40.6372094184321,0.0,-0.5614164815441194,0.0,11.16136146210969,11,544,505,59.267136524469336,55.01820578098716,58.31909885711489,-41.93214994241898,-190.56415951609992,-221.34111448218943,39,520,36,56.652409913095696,3.922089917060471,-55.42852147740643,170.67511709420617,-1761.5646170824862,3453.4761255574904
