frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,139.5,15,64,881,,,,,,,12,877,298,,,,,,,14,912,339,,,,,,,,,,,,,,,,14,812,866,,,,,,
1,139.5,15,64,881,,,,,,,12,877,298,,,,,,,14,911,339,,,,,,,6,926,182,,,,,,,14,811,866,,,,,,
2,289.8,15,64,881,,,,,,,12,878,300,,,,,,,14,911,339,,,,,,,50,1001,169,,,,,,,14,812,866,,,,,,
3,307.1,15,64,881,,,,,,,12,880,301,,,,,,,14,911,339,,,,,,,47,1007,174,,,,,,,14,811,866,,,,,,
4,319.2,14,64,881,,,,,,,12,881,301,,,,,,,13,911,339,,,,,,,10,976,180,,,,,,,14,812,866,,,,,,
5,332.2,15,64,881,,,,,,,12,881,301,,,,,,,13,911,339,,,,,,,45,1012,173,,,,,,,14,812,866,,,,,,
6,342.6,15,64,881,,,,,,,12,882,302,,,,,,,13,912,339,,,,,,,47,1010,168,,,,,,,14,811,866,,,,,,
7,352.7,15,64,881,,,,,,,12,882,302,,,,,,,13,912,339,,,,,,,48,1006,176,,,,,,,14,812,866,,,,,,
8,362.1,15,64,881,,,,,,,12,882,303,,,,,,,13,912,339,,,,,,,40,998,176,,,,,,,14,811,866,,,,,,
9,373.1,15,64,881,,,,,,,12,883,304,,,,,,,13,912,339,,,,,,,33,991,177,,,,,,,14,812,866,,,,,,
10,384.3,15,64,881,,,,,,,12,884,304,,,,,,,14,911,338,,,,,,,37,999,177,,,,,,,14,811,866,,,,,,
11,394.6,15,64,881,,,,,,,12,884,304,,,,,,,14,911,339,,,,,,,46,1006,177,,,,,,,14,812,866,,,,,,
12,410.5,15,64,881,,,,,,,12,884,304,,,,,,,13,911,339,,,,,,,42,1012,173,,,,,,,14,811,866,,,,,,
13,447.0,15,64,881,,,,,,,12,883,303,,,,,,,13,911,339,,,,,,,43,1008,171,,,,,,,14,811,866,,,,,,
14,481.6,15,64,881,,,,,,,12,883,303,,,,,,,13,912,339,,,,,,,35,1001,172,,,,,,,14,811,866,,,,,,
15,511.5,15,64,881,,,,,,,12,883,303,,,,,,,13,912,339,,,,,,,27,1019,172,,,,,,,14,812,866,,,,,,
16,542.8,14,64,881,,,,,,,12,883,303,,,,,,,13,912,339,,,,,,,31,1017,171,,,,,,,14,811,867,,,,,,
17,579.1,15,64,881,,,,,,,12,883,303,,,,,,,14,911,339,,,,,,,34,1019,172,,,,,,,14,811,866,,,,,,
18,610.6,15,64,881,,,,,,,12,883,303,,,,,,,13,912,339,,,,,,,26,1009,173,,,,,,,14,811,866,,,,,,
19,642.9,15,64,881,,,,,,,12,882,303,,,,,,,14,912,339,,,,,,,32,1018,168,,,,,,,14,812,866,,,,,,
20,678.8,15,64,881,,,,,,,12,882,303,,,,,,,14,912,339,,,,,,,23,1008,172,,,,,,,14,811,867,,,,,,
21,710.6,14,64,881,,,,,,,12,882,303,,,,,,,14,912,339,,,,,,,46,1004,175,,,,,,,14,811,866,,,,,,
22,743.0,15,64,881,,,,,,,12,882,304,,,,,,,13,912,339,,,,,,,18,1004,169,,,,,,,14,811,866,,,,,,
23,778.5,15,64,881,,,,,,,12,883,304,,,,,,,13,912,339,,,,,,,11,973,182,,,,,,,14,811,866,,,,,,
24,812.5,15,64,881,,,,,,,12,883,304,,,,,,,13,912,339,,,,,,,29,1023,168,,,,,,,14,811,866,,,,,,
25,843.4,15,64,881,,,,,,,12,883,304,,,,,,,14,912,339,,,,,,,18,1003,170,,,,,,,14,811,866,,,,,,
26,878.7,15,64,881,,,,,,,12,883,304,,,,,,,13,912,340,,,,,,,16,994,173,,,,,,,14,812,866,,,,,,
27,911.7,15,64,881,,,,,,,12,884,304,,,,,,,13,912,339,,,,,,,29,1024,168,,,,,,,14,812,866,,,,,,
28,944.7,15,64,881,,,,,,,12,884,305,,,,,,,14,911,339,,,,,,,29,1022,168,,,,,,,14,811,867,,,,,,
29,979.1,14,64,881,,,,,,,12,883,305,,,,,,,14,911,339,,,,,,,34,1001,172,,,,,,,14,811,866,,,,,,
30,1010.5,15,64,881,,,,,,,12,884,305,,,,,,,14,912,339,,,,,,,28,1024,168,,,,,,,14,812,866,,,,,,
31,1042.4,15,64,881,,,,,,,12,884,306,,,,,,,14,912,339,,,,,,,28,1000,173,,,,,,,14,811,866,,,,,,
32,1078.4,14,64,881,,,,,,,12,884,306,,,,,,,14,911,339,,,,,,,22,1016,169,,,,,,,14,811,866,,,,,,
33,1110.1,15,64,881,,,,,,,12,884,307,,,,,,,13,912,339,,,,,,,25,1015,170,,,,,,,14,811,867,,,,,,
34,1142.7,15,64,881,,,,,,,12,884,307,,,,,,,13,912,339,,,,,,,34,1019,170,,,,,,,14,812,866,,,,,,
35,1178.2,15,64,881,,,,,,,12,884,307,,,,,,,13,912,339,,,,,,,33,1003,174,,,,,,,14,811,867,,,,,,
36,1210.6,15,64,880,,,,,,,12,884,307,,,,,,,13,912,340,,,,,,,35,1023,169,,,,,,,14,811,867,,,,,,
37,1242.9,15,64,880,,,,,,,12,884,307,,,,,,,14,912,339,,,,,,,31,1008,170,,,,,,,14,811,867,,,,,,
38,1278.1,15,64,881,,,,,,,12,884,308,,,,,,,13,912,340,,,,,,,25,1029,164,,,,,,,14,812,867,,,,,,
39,1310.6,15,64,881,,,,,,,12,882,308,,,,,,,14,912,339,,,,,,,45,1018,168,,,,,,,14,812,867,,,,,,
40,1342.8,15,64,881,,,,,,,12,879,311,,,,,,,14,912,339,,,,,,,32,1027,162,,,,,,,14,812,867,,,,,,
41,1378.3,15,64,881,,,,,,,12,873,315,,,,,,,14,912,339,,,,,,,20,1030,154,,,,,,,14,811,867,,,,,,
42,1410.5,15,64,881,,,,,,,12,863,321,,,,,,,14,912,340,,,,,,,18,1028,151,,,,,,,14,811,867,,,,,,
43,1442.6,15,64,881,,,,,,,12,852,328,,,,,,,14,913,339,,,,,,,17,1030,146,,,,,,,14,811,867,,,,,,
44,1478.3,15,64,881,,,,,,,12,837,337,,,,,,,14,912,339,,,,,,,15,1030,142,,,,,,,14,811,867,,,,,,
45,1510.9,15,64,881,,,,,,,12,820,348,,,,,,,14,912,339,,,,,,,16,1031,139,,,,,,,14,811,867,,,,,,
46,1542.3,15,64,881,,,,,,,12,800,360,,,,,,,14,912,339,,,,,,,22,1036,136,,,,,,,14,812,867,,,,,,
47,1578.3,14,64,881,,,,,,,12,779,373,,,,,,,14,912,340,,,,,,,25,1042,134,,,,,,,14,812,867,,,,,,
48,1610.4,15,64,881,,,,,,,12,756,388,,,,,,,14,912,339,,,,,,,16,1034,134,,,,,,,14,811,867,,,,,,
49,1643.3,15,64,881,,,,,,,12,731,404,,,,,,,14,912,339,,,,,,,18,1043,129,,,,,,,14,811,867,,,,,,
50,1678.1,15,64,881,,,,,,,12,703,422,,,,,,,13,912,340,,,,,,,20,1043,129,,,,,,,14,811,867,,,,,,
51,1710.3,15,64,881,,,,,,,11,674,440,,,,,,,13,912,339,,,,,,,27,1049,129,,,,,,,14,811,867,,,,,,
52,1744.3,15,64,881,,,,,,,11,644,459,,,,,,,13,912,339,,,,,,,26,1047,127,,,,,,,14,811,867,,,,,,
53,1778.1,15,64,881,,,,,,,11,610,480,,,,,,,13,912,339,,,,,,,20,1042,129,,,,,,,14,811,867,,,,,,
54,1810.6,14,64,881,,,,,,,12,576,502,,,,,,,13,912,339,,,,,,,25,1050,128,,,,,,,14,811,867,,,,,,
55,1843.1,15,64,881,,,,,,,11,539,525,,,,,,,13,912,339,,,,,,,23,1046,129,,,,,,,14,811,867,,,,,,
56,1878.0,14,64,881,,,,,,,11,499,550,,,,,,,13,912,339,,,,,,,21,1051,127,,,,,,,14,811,867,,,,,,
