frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,158.6,15,64,881,,,,,,,,,,,,,,,,14,910,337,,,,,,,,,,,,,,,,14,812,865,,,,,,
1,158.6,15,64,881,,,,,,,,,,,,,,,,14,910,337,,,,,,,,,,,,,,,,14,811,865,,,,,,
2,326.9,15,64,881,,,,,,,,,,,,,,,,14,910,337,,,,,,,,,,,,,,,,14,811,865,,,,,,
3,364.7,15,64,881,,,,,,,,,,,,,,,,14,910,337,,,,,,,,,,,,,,,,12,811,862,,,,,,
4,364.7,15,64,881,,,,,,,,,,,,,,,,14,910,337,,,,,,,,,,,,,,,,12,811,864,,,,,,
5,375.0,15,64,880,,,,,,,,,,,,,,,,14,910,336,,,,,,,,,,,,,,,,13,810,863,,,,,,
6,387.7,15,63,881,,,,,,,,,,,,,,,,14,910,337,,,,,,,,,,,,,,,,13,810,863,,,,,,
7,397.0,15,64,881,,,,,,,,,,,,,,,,14,910,337,,,,,,,,,,,,,,,,13,811,864,,,,,,
8,409.4,15,64,881,,,,,,,,,,,,,,,,13,910,337,,,,,,,,,,,,,,,,13,811,865,,,,,,
9,418.9,14,64,881,,,,,,,,,,,,,,,,13,910,337,,,,,,,,,,,,,,,,13,811,865,,,,,,
10,428.0,15,63,881,,,,,,,,,,,,,,,,13,910,338,,,,,,,,,,,,,,,,13,811,865,,,,,,
11,437.3,15,64,881,,,,,,,,,,,,,,,,14,910,337,,,,,,,,,,,,,,,,14,811,865,,,,,,
12,456.7,15,64,881,,,,,,,,,,,,,,,,14,910,337,,,,,,,,,,,,,,,,14,811,865,,,,,,
13,507.6,15,64,881,,,,,,,,,,,,,,,,14,910,337,,,,,,,,,,,,,,,,13,811,864,,,,,,
14,507.6,15,63,880,,,,,,,,,,,,,,,,14,910,337,,,,,,,,,,,,,,,,13,810,863,,,,,,
15,507.6,15,64,880,,,,,,,,,,,,,,,,14,910,337,,,,,,,,,,,,,,,,14,811,865,,,,,,
16,543.3,15,64,881,,,,,,,,,,,,,,,,14,910,336,,,,,,,,,,,,,,,,14,811,865,,,,,,
17,575.2,15,64,881,,,,,,,,,,,,,,,,14,910,336,,,,,,,,,,,,,,,,13,811,865,,,,,,
18,607.8,15,63,881,,,,,,,,,,,,,,,,14,910,338,,,,,,,,,,,,,,,,13,811,864,,,,,,
19,642.7,15,64,881,,,,,,,,,,,,,,,,13,910,337,,,,,,,,,,,,,,,,14,811,865,,,,,,
20,675.7,15,64,881,,,,,,,6,1013,73,,,,,,,14,911,337,,,,,,,,,,,,,,,,14,811,865,,,,,,
21,720.7,15,64,881,,,,,,,9,975,98,,,,,,,13,910,337,,,,,,,,,,,,,,,,14,811,865,,,,,,
22,755.1,15,64,880,,,,,,,11,945,125,,,,,,,13,910,336,,,,,,,,,,,,,,,,14,810,865,,,,,,
23,787.5,15,64,880,,,,,,,11,923,149,,,,,,,14,910,336,,,,,,,,,,,,,,,,14,811,865,,,,,,
24,818.9,15,64,880,,,,,,,10,905,174,,,,,,,13,910,337,,,,,,,,,,,,,,,,14,812,865,,,,,,
25,843.3,15,64,880,,,,,,,10,892,196,,,,,,,13,910,336,,,,,,,,,,,,,,,,14,812,865,,,,,,
26,875.3,14,64,881,,,,,,,10,876,219,,,,,,,14,910,336,,,,,,,,,,,,,,,,14,810,865,,,,,,
27,907.3,15,64,881,,,,,,,10,863,241,,,,,,,13,910,337,,,,,,,,,,,,,,,,14,811,865,,,,,,
28,944.1,15,64,881,,,,,,,10,852,259,,,,,,,14,911,337,,,,,,,,,,,,,,,,13,811,864,,,,,,
29,980.5,15,64,881,,,,,,,10,848,272,,,,,,,14,910,337,,,,,,,,,,,,,,,,14,811,865,,,,,,
30,1007.3,15,64,881,,,,,,,10,845,283,,,,,,,14,910,336,,,,,,,,,,,,,,,,14,811,865,,,,,,
31,1044.2,15,64,881,,,,,,,7,840,290,,,,,,,14,910,336,,,,,,,,,,,,,,,,14,810,865,,,,,,
32,1075.0,15,63,880,,,,,,,5,839,294,,,,,,,14,910,336,,,,,,,,,,,,,,,,14,811,865,,,,,,
33,1107.0,15,63,880,,,,,,,6,840,297,,,,,,,14,910,336,,,,,,,,,,,,,,,,14,811,865,,,,,,
34,1144.9,15,64,881,,,,,,,6,838,300,,,,,,,13,910,337,,,,,,,,,,,,,,,,14,810,865,,,,,,
35,1180.7,15,64,881,,,,,,,6,839,302,,,,,,,14,910,337,,,,,,,,,,,,,,,,14,810,865,,,,,,
36,1207.5,15,64,881,,,,,,,,,,,,,,,,14,910,337,,,,,,,8,880,231,,,,,,,14,811,865,,,,,,
37,1244.3,15,64,881,,,,,,,,,,,,,,,,14,910,337,,,,,,,,,,,,,,,,13,811,865,,,,,,
38,1274.6,14,64,881,,,,,,,,,,,,,,,,14,911,337,,,,,,,6,887,236,,,,,,,14,811,865,,,,,,
39,1307.4,14,64,881,,,,,,,,,,,,,,,,14,910,336,,,,,,,6,892,240,,,,,,,14,811,865,,,,,,
40,1342.7,15,64,880,,,,,,,,,,,,,,,,14,911,337,,,,,,,,,,,,,,,,13,811,865,,,,,,
41,1375.2,15,64,880,,,,,,,,,,,,,,,,13,911,337,,,,,,,,,,,,,,,,14,811,865,,,,,,
42,1406.9,15,64,880,,,,,,,,,,,,,,,,13,911,337,,,,,,,6,898,238,,,,,,,13,811,865,,,,,,
43,1442.6,15,63,880,,,,,,,,,,,,,,,,13,911,338,,,,,,,,,,,,,,,,14,811,865,,,,,,
44,1474.7,15,63,880,,,,,,,,,,,,,,,,13,912,338,,,,,,,,,,,,,,,,13,811,865,,,,,,
45,1507.4,15,64,881,,,,,,,,,,,,,,,,13,912,338,,,,,,,,,,,,,,,,13,811,865,,,,,,
46,1542.7,15,64,881,,,,,,,,,,,,,,,,14,912,338,,,,,,,,,,,,,,,,13,811,865,,,,,,
47,1574.9,15,64,881,,,,,,,,,,,,,,,,14,912,338,,,,,,,,,,,,,,,,13,811,865,,,,,,
48,1608.5,15,64,880,,,,,,,,,,,,,,,,13,912,338,,,,,,,,,,,,,,,,14,811,865,,,,,,
49,1642.6,15,64,880,,,,,,,,,,,,,,,,14,912,338,,,,,,,,,,,,,,,,14,811,865,,,,,,
50,1675.1,15,64,880,,,,,,,,,,,,,,,,14,912,338,,,,,,,7,902,243,,,,,,,14,811,865,,,,,,
51,1707.9,14,64,880,,,,,,,,,,,,,,,,13,912,338,,,,,,,9,901,244,,,,,,,14,811,865,,,,,,
