frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,147.1,14,65,880,,,,,,,,,,,,,,,,15,1080,813,,,,,,,,,,,,,,,,,,,,,,,,
1,147.1,15,65,880,,,,,,,,,,,,,,,,15,1080,813,,,,,,,,,,,,,,,,,,,,,,,,
2,306.4,14,65,880,,,,,,,,,,,,,,,,15,1079,812,,,,,,,,,,,,,,,,,,,,,,,,
3,329.3,15,66,880,,,,,,,14,1061,730,,,,,,,15,1080,814,,,,,,,,,,,,,,,,14,813,866,,,,,,
4,354.8,15,66,880,,,,,,,14,1061,730,,,,,,,15,1080,814,,,,,,,,,,,,,,,,14,814,866,,,,,,
5,387.3,15,66,880,,,,,,,14,1062,730,,,,,,,15,1080,814,,,,,,,,,,,,,,,,14,814,866,,,,,,
6,404.0,15,66,880,,,,,,,14,1061,730,,,,,,,15,1080,814,,,,,,,,,,,,,,,,14,813,866,,,,,,
7,416.4,15,66,880,,,,,,,14,1061,730,,,,,,,15,1079,814,,,,,,,,,,,,,,,,14,813,866,,,,,,
8,428.6,15,66,880,,,,,,,14,1062,730,,,,,,,15,1080,814,,,,,,,,,,,,,,,,14,814,866,,,,,,
9,440.8,15,66,880,,,,,,,14,1062,730,,,,,,,15,1080,814,,,,,,,,,,,,,,,,14,814,866,,,,,,
10,453.1,15,66,880,,,,,,,14,1061,729,,,,,,,15,1080,813,,,,,,,,,,,,,,,,14,814,866,,,,,,
11,487.8,15,66,880,,,,,,,14,1061,730,,,,,,,15,1080,813,,,,,,,,,,,,,,,,14,814,866,,,,,,
12,507.2,15,66,880,,,,,,,14,1062,730,,,,,,,15,1080,814,,,,,,,,,,,,,,,,14,814,866,,,,,,
13,507.2,15,66,880,,,,,,,14,1062,730,,,,,,,15,1080,814,,,,,,,,,,,,,,,,14,814,866,,,,,,
14,529.5,15,66,880,,,,,,,14,1061,730,,,,,,,15,1080,814,,,,,,,,,,,,,,,,14,813,866,,,,,,
15,593.9,15,66,881,,,,,,,14,1061,730,,,,,,,15,1080,814,,,,,,,,,,,,,,,,14,813,866,,,,,,
16,593.9,15,66,880,,,,,,,14,1061,730,,,,,,,15,1080,814,,,,,,,,,,,,,,,,14,813,866,,,,,,
17,608.7,15,66,880,,,,,,,14,1062,730,,,,,,,15,1080,814,,,,,,,,,,,,,,,,14,814,866,,,,,,
18,626.7,15,66,880,,,,,,,14,1061,729,,,,,,,15,1080,814,,,,,,,,,,,,,,,,14,814,866,,,,,,
19,642.9,15,66,880,,,,,,,14,1061,729,,,,,,,15,1079,813,,,,,,,,,,,,,,,,14,813,866,,,,,,
20,677.6,15,66,880,,,,,,,14,1061,729,,,,,,,15,1080,813,,,,,,,,,,,,,,,,14,814,866,,,,,,
21,710.6,15,66,880,,,,,,,14,1061,729,,,,,,,15,1080,813,,,,,,,,,,,,,,,,14,814,866,,,,,,
22,742.6,15,65,881,,,,,,,14,1061,729,,,,,,,15,1080,813,,,,,,,,,,,,,,,,14,814,866,,,,,,
23,774.7,15,65,881,,,,,,,14,1061,729,,,,,,,15,1080,813,,,,,,,,,,,,,,,,14,813,866,,,,,,
24,811.0,15,66,880,,,,,,,14,1061,729,,,,,,,15,1080,813,,,,,,,,,,,,,,,,14,814,866,,,,,,
25,843.2,15,66,880,,,,,,,14,1061,729,,,,,,,15,1080,813,,,,,,,,,,,,,,,,14,814,866,,,,,,
26,875.1,15,66,880,,,,,,,14,1061,728,,,,,,,15,1080,812,,,,,,,,,,,,,,,,14,813,866,,,,,,
27,910.7,15,65,880,,,,,,,14,1061,728,,,,,,,15,1079,812,,,,,,,,,,,,,,,,14,813,865,,,,,,
28,942.8,15,66,880,,,,,,,14,1061,728,,,,,,,15,1080,811,,,,,,,,,,,,,,,,14,813,865,,,,,,
29,976.5,15,66,880,,,,,,,14,1061,727,,,,,,,15,1080,811,,,,,,,,,,,,,,,,14,814,866,,,,,,
30,1010.5,15,66,880,,,,,,,14,1061,727,,,,,,,15,1079,812,,,,,,,,,,,,,,,,14,814,866,,,,,,
31,1042.9,15,66,880,,,,,,,14,1061,727,,,,,,,15,1079,811,,,,,,,,,,,,,,,,14,814,866,,,,,,
32,1087.9,15,66,880,,,,,,,14,1061,727,,,,,,,15,1079,811,,,,,,,,,,,,,,,,14,814,866,,,,,,
33,1115.4,15,66,880,,,,,,,14,1061,727,,,,,,,15,1080,810,,,,,,,,,,,,,,,,14,813,866,,,,,,
34,1142.9,15,66,880,,,,,,,14,1061,726,,,,,,,15,1079,809,,,,,,,,,,,,,,,,14,814,865,,,,,,
35,1174.8,15,65,880,,,,,,,14,1060,725,,,,,,,15,1079,808,,,,,,,,,,,,,,,,14,813,866,,,,,,
36,1210.4,15,66,880,,,,,,,14,1060,724,,,,,,,15,1079,808,,,,,,,,,,,,,,,,14,813,865,,,,,,
37,1242.7,15,66,880,,,,,,,14,1060,723,,,,,,,15,1079,807,,,,,,,,,,,,,,,,14,813,865,,,,,,
38,1276.4,15,66,880,,,,,,,14,1060,722,,,,,,,15,1079,806,,,,,,,,,,,,,,,,14,814,866,,,,,,
39,1313.0,15,65,880,,,,,,,14,1059,720,,,,,,,15,1079,803,,,,,,,,,,,,,,,,14,813,866,,,,,,
40,1344.4,15,66,880,,,,,,,14,1059,719,,,,,,,15,1078,803,,,,,,,,,,,,,,,,14,813,866,,,,,,
41,1376.5,15,66,880,,,,,,,14,1059,717,,,,,,,15,1079,801,,,,,,,,,,,,,,,,14,813,866,,,,,,
42,1410.6,15,66,880,,,,,,,14,1059,716,,,,,,,15,1079,799,,,,,,,,,,,,,,,,14,814,865,,,,,,
