frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,148.2,15,64,881,,,,,,,,,,,,,,,,14,911,338,,,,,,,16,910,232,,,,,,,14,811,866,,,,,,
1,148.2,15,64,881,,,,,,,,,,,,,,,,14,911,338,,,,,,,44,974,149,,,,,,,14,811,866,,,,,,
2,309.4,15,64,881,,,,,,,,,,,,,,,,14,911,338,,,,,,,22,988,138,,,,,,,14,811,866,,,,,,
3,323.9,15,64,880,,,,,,,,,,,,,,,,14,911,337,,,,,,,6,904,237,,,,,,,14,811,865,,,,,,
4,351.0,15,64,880,,,,,,,,,,,,,,,,14,910,337,,,,,,,,,,,,,,,,14,811,865,,,,,,
5,365.7,15,64,881,,,,,,,,,,,,,,,,13,911,337,,,,,,,6,911,228,,,,,,,14,811,865,,,,,,
6,365.7,15,64,880,,,,,,,7,877,307,,,,,,,13,911,337,,,,,,,7,972,141,,,,,,,14,811,866,,,,,,
7,377.3,15,64,881,,,,,,,7,879,309,,,,,,,14,911,338,,,,,,,11,908,231,,,,,,,14,811,866,,,,,,
8,389.9,15,64,881,,,,,,,7,876,307,,,,,,,13,911,338,,,,,,,7,910,229,,,,,,,14,811,866,,,,,,
9,403.9,15,64,881,,,,,,,9,878,307,,,,,,,13,911,338,,,,,,,11,986,139,,,,,,,14,811,866,,,,,,
10,416.1,15,64,881,,,,,,,9,878,308,,,,,,,14,911,338,,,,,,,,,,,,,,,,14,812,866,,,,,,
11,428.1,15,64,881,,,,,,,8,877,309,,,,,,,14,911,337,,,,,,,11,907,232,,,,,,,14,811,866,,,,,,
12,441.5,15,64,880,,,,,,,8,879,308,,,,,,,14,911,337,,,,,,,,,,,,,,,,14,811,866,,,,,,
13,478.8,15,64,880,,,,,,,7,879,308,,,,,,,14,911,337,,,,,,,10,991,136,,,,,,,14,811,865,,,,,,
14,478.8,15,65,880,,,,,,,8,881,308,,,,,,,13,911,337,,,,,,,5,913,226,,,,,,,14,812,865,,,,,,
15,511.4,15,64,881,,,,,,,8,880,309,,,,,,,14,911,337,,,,,,,,,,,,,,,,14,811,866,,,,,,
16,539.6,15,64,881,,,,,,,8,881,308,,,,,,,14,911,338,,,,,,,,,,,,,,,,14,811,866,,,,,,
17,571.2,15,64,881,,,,,,,9,881,308,,,,,,,13,911,338,,,,,,,,,,,,,,,,14,811,866,,,,,,
18,604.1,15,64,881,,,,,,,9,882,309,,,,,,,14,911,338,,,,,,,5,999,134,,,,,,,14,811,866,,,,,,
19,640.0,15,64,881,,,,,,,9,881,309,,,,,,,14,911,339,,,,,,,5,1002,133,,,,,,,14,811,866,,,,,,
20,672.1,15,64,881,,,,,,,9,881,309,,,,,,,14,911,338,,,,,,,,,,,,,,,,14,811,866,,,,,,
21,703.8,15,64,880,,,,,,,7,879,308,,,,,,,14,911,338,,,,,,,,,,,,,,,,14,811,866,,,,,,
22,739.1,15,64,880,,,,,,,8,880,308,,,,,,,14,911,337,,,,,,,,,,,,,,,,14,811,866,,,,,,
23,771.3,15,64,880,,,,,,,8,880,309,,,,,,,14,911,338,,,,,,,,,,,,,,,,14,811,866,,,,,,
24,803.9,15,64,881,,,,,,,8,879,308,,,,,,,14,911,338,,,,,,,,,,,,,,,,14,811,866,,,,,,
25,840.1,15,64,881,,,,,,,8,883,308,,,,,,,14,911,338,,,,,,,5,1000,134,,,,,,,14,811,866,,,,,,
26,871.4,15,64,881,,,,,,,9,882,308,,,,,,,14,911,339,,,,,,,,,,,,,,,,14,811,866,,,,,,
27,903.4,15,64,881,,,,,,,9,882,308,,,,,,,14,911,338,,,,,,,11,992,137,,,,,,,14,812,866,,,,,,
28,939.4,15,64,881,,,,,,,8,881,309,,,,,,,14,911,338,,,,,,,13,980,141,,,,,,,14,811,866,,,,,,
29,971.1,15,64,880,,,,,,,8,881,307,,,,,,,14,911,338,,,,,,,7,916,226,,,,,,,14,812,866,,,,,,
30,1003.5,15,65,880,,,,,,,10,882,308,,,,,,,14,911,338,,,,,,,9,986,138,,,,,,,14,811,866,,,,,,
