frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,142.0,15,64,881,,,,,,,7,848,295,,,,,,,14,911,339,,,,,,,28,984,9,,,,,,,14,812,867,,,,,,
1,142.0,15,65,881,,,,,,,,,,,,,,,,14,911,339,,,,,,,14,970,17,,,,,,,14,811,867,,,,,,
2,295.0,15,64,881,,,,,,,7,847,297,,,,,,,14,911,339,,,,,,,5,1011,1,,,,,,,14,812,867,,,,,,
3,322.9,15,65,881,,,,,,,10,851,297,,,,,,,14,912,340,,,,,,,,,,,,,,,,14,812,868,,,,,,
4,341.7,15,64,881,,,,,,,10,853,296,,,,,,,14,912,340,,,,,,,,,,,,,,,,14,811,867,,,,,,
5,354.5,15,65,881,,,,,,,10,851,298,,,,,,,14,911,339,,,,,,,,,,,,,,,,14,812,867,,,,,,
6,375.5,15,65,880,,,,,,,10,851,297,,,,,,,14,912,339,,,,,,,,,,,,,,,,14,812,867,,,,,,
7,387.2,15,65,880,,,,,,,10,851,296,,,,,,,14,912,339,,,,,,,,,,,,,,,,14,812,867,,,,,,
8,398.8,15,65,880,,,,,,,10,850,297,,,,,,,14,912,339,,,,,,,,,,,,,,,,14,812,867,,,,,,
9,411.1,15,65,881,,,,,,,10,851,295,,,,,,,14,911,339,,,,,,,,,,,,,,,,14,812,867,,,,,,
10,462.6,15,65,881,,,,,,,11,851,295,,,,,,,14,912,339,,,,,,,,,,,,,,,,14,812,867,,,,,,
11,474.7,15,65,881,,,,,,,11,852,295,,,,,,,14,912,339,,,,,,,,,,,,,,,,14,812,867,,,,,,
12,491.9,15,64,881,,,,,,,11,852,295,,,,,,,14,912,340,,,,,,,,,,,,,,,,14,812,867,,,,,,
13,491.9,15,64,881,,,,,,,11,852,294,,,,,,,14,912,339,,,,,,,,,,,,,,,,14,812,867,,,,,,
14,507.1,15,65,881,,,,,,,12,853,294,,,,,,,14,912,339,,,,,,,,,,,,,,,,14,812,867,,,,,,
15,524.7,15,65,880,,,,,,,12,853,294,,,,,,,14,912,339,,,,,,,,,,,,,,,,14,813,867,,,,,,
16,549.8,15,65,880,,,,,,,11,853,294,,,,,,,14,912,339,,,,,,,,,,,,,,,,14,812,867,,,,,,
17,579.6,15,65,880,,,,,,,11,853,294,,,,,,,14,911,339,,,,,,,,,,,,,,,,14,812,867,,,,,,
18,614.7,15,65,881,,,,,,,11,854,293,,,,,,,14,912,340,,,,,,,,,,,,,,,,14,812,867,,,,,,
