frame_no,timestamp,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
96,3206.9,,,,,,,,,,14,12,526,0.9369437024088904,41.069365622256356,,,,
97,3239.0,,,,,,,,,,15,37,526,2.8889097490940783,41.069365622256356,,,,
98,3275.0,,,,,,,,,,15,62,526,4.840875795779267,41.069365622256356,,,,
99,3306.9,,,,,,,,,,15,86,525,6.714763200597047,40.99128698038895,58.19810694670076,-0.7811773981571404,8.39823929638404,-0.007819589661431064
100,3339.4,,,,,,,,,,15,111,525,8.666729247282236,40.99128698038895,58.17357281146934,-0.7808114042392352,12.461550626849206,-0.06246391291654525
101,3374.7,,,,,,,,,,15,136,525,10.618695293967424,40.99128698038895,57.852114958189546,-0.7766265732381029,-2.004737755225536,0.13057678865446232
102,3406.8,7,884,1,69.02151941078826,0.07807864186740752,,,,,15,161,524,12.570661340652611,40.91320833852154,58.55909851863555,0.38805162852585195,-1.171180799190965,23.415808111843436
103,3439.0,10,869,18,67.85033978277714,1.4054155536133355,,,,,15,186,524,14.5226273873378,40.91320833852154,58.589712405184734,-0.005471041624844922,-4.105333885576339,15.631547499550908
104,3476.1,10,848,46,66.21068830356158,3.5916175259007463,,,,,15,211,524,16.47459343402299,40.91320833852154,58.55103318694873,0.42193622567099953,15.790107158759795,23.50971510304379
105,3506.9,10,822,80,64.18064361500899,6.246291349392602,-58.149297552874415,74.93133470472964,-195.58241743540285,265.95061210881767,15,236,526,18.426559480708175,41.069365622256356,220.62389376066125,-197.63924405926676,3239.2290277927136,-3980.0051325432682
106,3539.3,10,793,117,61.91636300085417,9.13520109848668,-61.383844762522024,81.53213426550909,-44.29838058267841,89.04244831949404,15,261,525,20.378525527393364,40.99128698038895,195.86429535250534,-171.231703725063,2741.38515337352,-3429.9133557435766
107,3574.8,10,764,153,59.65208238669935,11.946032205713351,-65.9562793985748,88.26916972954847,10.002605343196842,73.44770209149567,15,286,526,22.330491574078554,41.069365622256356,183.01244003086595,-136.47284302680913,2506.2242159195966,-2797.4667414957444
108,3606.9,10,735,193,57.387801772544535,15.069177880409653,-65.51802895955552,88.54196126927792,48.20778930178052,6.261919182148047,27,726,18,56.685093995737866,1.4054155536133355,162.09987500000676,-144.88038822837092,-4409.709403005802,5035.182249161184
109,3643.5,10,708,232,55.27967844212453,18.114244913238547,-65.79003019960497,90.58607951503454,-40.2733168661305,84.73769082686837,61,713,58,55.67007165146157,4.528561228309637,116.21418879595852,-169.6517597455938,-4270.177985552923,3460.2385760788775
110,3675.0,10,680,271,53.09347646983712,21.15931194606744,-65.16220734664493,91.30442825101382,5.847136212289522,-12.863699667037592,27,682,171,53.249633753571935,13.351447759326687,144.27157466733536,-175.285735881662,-3279.4949816587323,2022.75830127912
111,3709.7,10,652,310,50.90727449754971,24.204378978896333,-62.334478415792326,87.64844246726632,13.72899170528566,-23.645553462529108,35,641,168,50.048409437008225,13.117211833724465,-49.269667885373295,12.418361045047936,297.4614869478129,-1974.8952983164509
