frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,150.6,15,65,882,,,,,,,11,1029,706,,,,,,,15,1078,768,,,,,,,,,,,,,,,,14,816,869,,,,,,
1,150.6,15,65,882,,,,,,,12,1028,706,,,,,,,15,1077,768,,,,,,,,,,,,,,,,14,816,869,,,,,,
2,313.0,15,65,882,,,,,,,11,1028,706,,,,,,,15,1078,768,,,,,,,,,,,,,,,,14,816,869,,,,,,
3,340.4,15,66,881,,,,,,,13,1029,706,,,,,,,15,1078,769,,,,,,,,,,,,,,,,14,816,868,,,,,,
4,371.4,15,66,881,,,,,,,13,1029,706,,,,,,,15,1078,768,,,,,,,,,,,,,,,,15,816,868,,,,,,
5,371.4,15,65,881,,,,,,,13,1028,706,,,,,,,15,1078,769,,,,,,,,,,,,,,,,14,815,868,,,,,,
6,388.3,15,65,881,,,,,,,13,1029,706,,,,,,,15,1078,770,,,,,,,,,,,,,,,,14,815,868,,,,,,
7,402.3,15,66,881,,,,,,,13,1029,706,,,,,,,15,1078,770,,,,,,,,,,,,,,,,14,816,868,,,,,,
8,413.5,15,65,882,,,,,,,13,1029,706,,,,,,,15,1078,770,,,,,,,,,,,,,,,,15,816,869,,,,,,
9,423.4,15,65,882,,,,,,,13,1028,707,,,,,,,15,1078,769,,,,,,,,,,,,,,,,14,815,869,,,,,,
10,433.5,15,66,882,,,,,,,13,1029,706,,,,,,,15,1078,770,,,,,,,,,,,,,,,,15,816,869,,,,,,
11,454.9,15,66,882,,,,,,,13,1029,706,,,,,,,15,1079,769,,,,,,,,,,,,,,,,15,816,869,,,,,,
12,465.1,15,65,882,,,,,,,13,1029,706,,,,,,,15,1078,770,,,,,,,,,,,,,,,,14,815,868,,,,,,
13,465.1,15,65,881,,,,,,,13,1028,706,,,,,,,15,1077,770,,,,,,,,,,,,,,,,14,815,868,,,,,,
14,520.9,15,65,881,,,,,,,13,1029,706,,,,,,,15,1078,770,,,,,,,,,,,,,,,,14,815,868,,,,,,
15,557.3,15,66,881,,,,,,,13,1029,706,,,,,,,15,1078,770,,,,,,,,,,,,,,,,14,816,868,,,,,,
16,584.7,15,65,882,,,,,,,13,1029,707,,,,,,,15,1078,769,,,,,,,,,,,,,,,,14,815,869,,,,,,
17,598.2,15,65,882,,,,,,,13,1028,707,,,,,,,15,1078,770,,,,,,,,,,,,,,,,15,815,869,,,,,,
18,614.4,15,65,882,,,,,,,13,1029,707,,,,,,,15,1078,770,,,,,,,,,,,,,,,,15,816,869,,,,,,
19,638.3,15,66,882,,,,,,,13,1029,707,,,,,,,15,1078,771,,,,,,,,,,,,,,,,15,816,869,,,,,,
20,671.3,15,65,882,,,,,,,13,1029,708,,,,,,,15,1078,771,,,,,,,,,,,,,,,,15,816,869,,,,,,
21,702.6,15,65,881,,,,,,,13,1029,708,,,,,,,15,1078,772,,,,,,,,,,,,,,,,15,815,868,,,,,,
22,739.9,15,65,881,,,,,,,13,1029,708,,,,,,,15,1078,772,,,,,,,,,,,,,,,,15,815,868,,,,,,
23,799.6,15,66,881,,,,,,,13,1029,708,,,,,,,15,1078,773,,,,,,,,,,,,,,,,15,816,868,,,,,,
24,813.7,15,65,881,,,,,,,13,1029,709,,,,,,,15,1079,773,,,,,,,,,,,,,,,,15,815,868,,,,,,
25,840.0,15,65,881,,,,,,,13,1029,709,,,,,,,15,1078,773,,,,,,,,,,,,,,,,14,816,869,,,,,,
