frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,152.3,15,64,881,,,,,,,,,,,,,,,,14,911,338,,,,,,,8,977,4,,,,,,,14,812,866,,,,,,
1,152.3,15,64,881,,,,,,,,,,,,,,,,14,910,338,,,,,,,,,,,,,,,,14,812,866,,,,,,
2,312.6,15,64,881,,,,,,,,,,,,,,,,14,911,339,,,,,,,,,,,,,,,,14,811,866,,,,,,
3,331.4,15,64,881,,,,,,,,,,,,,,,,13,911,339,,,,,,,,,,,,,,,,14,812,866,,,,,,
4,351.7,15,64,881,,,,,,,,,,,,,,,,13,911,339,,,,,,,,,,,,,,,,14,811,866,,,,,,
5,362.2,15,64,881,,,,,,,,,,,,,,,,13,911,339,,,,,,,,,,,,,,,,14,811,866,,,,,,
6,380.2,15,64,881,,,,,,,,,,,,,,,,13,911,339,,,,,,,,,,,,,,,,14,811,867,,,,,,
7,393.7,15,64,881,,,,,,,,,,,,,,,,13,911,339,,,,,,,,,,,,,,,,14,812,866,,,,,,
8,406.9,15,64,881,,,,,,,,,,,,,,,,13,911,339,,,,,,,,,,,,,,,,14,812,866,,,,,,
9,418.4,15,64,881,,,,,,,,,,,,,,,,13,911,338,,,,,,,,,,,,,,,,14,812,866,,,,,,
10,449.7,15,64,881,,,,,,,,,,,,,,,,14,911,339,,,,,,,,,,,,,,,,14,811,866,,,,,,
11,479.2,15,64,881,,,,,,,,,,,,,,,,13,911,339,,,,,,,,,,,,,,,,14,811,866,,,,,,
12,536.3,15,64,881,,,,,,,,,,,,,,,,13,911,339,,,,,,,,,,,,,,,,14,811,866,,,,,,
13,536.3,15,64,881,,,,,,,,,,,,,,,,13,911,339,,,,,,,,,,,,,,,,14,811,867,,,,,,
14,580.1,15,64,881,,,,,,,,,,,,,,,,13,911,339,,,,,,,,,,,,,,,,14,811,866,,,,,,
15,603.2,15,64,881,,,,,,,,,,,,,,,,13,911,339,,,,,,,,,,,,,,,,14,812,867,,,,,,
16,641.1,15,64,881,,,,,,,,,,,,,,,,14,911,339,,,,,,,,,,,,,,,,14,811,867,,,,,,
17,651.7,15,64,881,,,,,,,,,,,,,,,,13,912,339,,,,,,,,,,,,,,,,14,812,866,,,,,,
18,662.6,15,64,881,,,,,,,,,,,,,,,,13,911,339,,,,,,,,,,,,,,,,14,812,866,,,,,,
19,683.0,15,64,881,,,,,,,,,,,,,,,,13,911,339,,,,,,,,,,,,,,,,14,812,866,,,,,,
20,706.6,15,64,881,,,,,,,,,,,,,,,,13,912,339,,,,,,,,,,,,,,,,14,811,866,,,,,,
21,745.0,15,64,880,,,,,,,,,,,,,,,,13,912,339,,,,,,,,,,,,,,,,14,812,867,,,,,,
