frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
96,3210.2,15,64,880,,,,,,,13,21,801,,,,,,,13,912,338,,,,,,,,,,,,,,,,14,811,866,,,,,,
97,3242.3,15,64,880,,,,,,,13,21,800,,,,,,,14,912,338,,,,,,,,,,,,,,,,14,811,866,,,,,,
98,3278.0,15,64,881,,,,,,,12,21,800,,,,,,,14,911,339,,,,,,,,,,,,,,,,14,811,866,,,,,,
99,3314.1,15,64,880,,,,,,,12,22,801,,,,,,,14,912,338,,,,,,,,,,,,,,,,14,812,866,,,,,,
100,3342.3,15,64,880,,,,,,,12,21,800,,,,,,,14,912,337,,,,,,,,,,,,,,,,14,811,865,,,,,,
101,3377.8,15,64,881,,,,,,,12,21,800,,,,,,,14,911,338,,,,,,,,,,,,,,,,14,811,866,,,,,,
102,3414.0,15,64,880,,,,,,,12,21,800,,,,,,,14,911,338,,,,,,,,,,,,,,,,14,811,866,,,,,,
103,3442.7,15,64,880,,,,,,,12,22,799,,,,,,,13,912,338,,,,,,,,,,,,,,,,14,812,866,,,,,,
104,3478.3,15,64,880,,,,,,,,,,,,,,,,14,912,337,,,,,,,,,,,,,,,,14,812,866,,,,,,
105,3510.0,15,64,880,,,,,,,,,,,,,,,,14,911,338,,,,,,,,,,,,,,,,14,811,866,,,,,,
106,3542.4,15,64,880,,,,,,,,,,,,,,,,14,911,337,,,,,,,,,,,,,,,,14,812,866,,,,,,
107,3578.2,15,65,880,,,,,,,11,23,799,,,,,,,14,912,337,,,,,,,,,,,,,,,,14,812,865,,,,,,
108,3610.1,15,64,880,,,,,,,12,18,802,,,,,,,14,912,337,,,,,,,,,,,,,,,,14,812,865,,,,,,
109,3642.3,15,64,880,,,,,,,13,12,802,,,,,,,14,912,337,,,,,,,,,,,,,,,,14,811,865,,,,,,
110,3678.6,15,64,880,,,,,,,11,5,803,,,,,,,14,911,337,,,,,,,,,,,,,,,,14,811,865,,,,,,
111,3710.3,15,64,880,,,,,,,,,,,,,,,,14,912,337,,,,,,,,,,,,,,,,14,812,865,,,,,,
112,3747.5,15,65,881,,,,,,,,,,,,,,,,14,912,339,,,,,,,,,,,,,,,,14,812,866,,,,,,
113,3778.1,14,64,881,,,,,,,,,,,,,,,,14,912,338,,,,,,,,,,,,,,,,14,812,866,,,,,,
114,3810.2,14,64,881,,,,,,,,,,,,,,,,14,912,338,,,,,,,,,,,,,,,,14,811,866,,,,,,
115,3842.3,14,64,881,,,,,,,,,,,,,,,,14,912,338,,,,,,,,,,,,,,,,14,812,866,,,,,,
116,3878.2,14,65,881,,,,,,,,,,,,,,,,13,912,338,,,,,,,,,,,,,,,,14,812,866,,,,,,
117,3915.3,15,64,880,,,,,,,,,,,,,,,,14,912,339,,,,,,,,,,,,,,,,14,812,866,,,,,,
118,3944.0,14,64,880,,,,,,,,,,,,,,,,14,912,337,,,,,,,,,,,,,,,,14,812,865,,,,,,
119,3978.3,13,66,880,,,,,,,,,,,,,,,,14,912,337,,,,,,,,,,,,,,,,14,812,866,,,,,,
120,4010.1,,,,,,,,,,,,,,,,,,,14,912,337,,,,,,,,,,,,,,,,14,812,866,,,,,,
121,4042.5,,,,,,,,,,,,,,,,,,,14,912,338,,,,,,,,,,,,,,,,14,812,866,,,,,,
122,4078.1,,,,,,,,,,,,,,,,,,,13,912,339,,,,,,,,,,,,,,,,14,812,866,,,,,,
123,4110.4,,,,,,,,,,,,,,,,,,,14,912,339,,,,,,,,,,,,,,,,14,812,866,,,,,,
124,4142.3,,,,,,,,,,,,,,,,,,,13,912,339,,,,,,,,,,,,,,,,14,812,866,,,,,,
125,4178.6,,,,,,,,,,,,,,,,,,,14,912,338,,,,,,,,,,,,,,,,14,812,866,,,,,,
126,4210.5,,,,,,,,,,,,,,,,,,,13,912,339,,,,,,,,,,,,,,,,14,811,866,,,,,,
127,4242.8,,,,,,,,,,,,,,,,,,,14,912,338,,,,,,,,,,,,,,,,14,811,865,,,,,,
128,4278.3,,,,,,,,,,,,,,,,,,,14,912,337,,,,,,,,,,,,,,,,14,812,865,,,,,,
