frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
87,2906.5,15,65,881,,,,,,,13,1003,537,,,,,,,15,1041,610,,,,,,,14,814,866,,,,,,
88,2942.1,15,65,881,,,,,,,14,1001,531,,,,,,,15,1039,605,,,,,,,15,814,866,,,,,,
89,2974.5,15,65,881,,,,,,,13,999,526,,,,,,,15,1038,600,,,,,,,15,814,866,,,,,,
90,3006.8,15,65,881,,,,,,,13,997,522,,,,,,,14,1036,595,,,,,,,14,814,866,,,,,,
91,3042.1,15,65,881,,,,,,,13,996,518,,,,,,,15,1035,592,,,,,,,14,814,866,,,,,,
92,3074.6,15,65,881,,,,,,,13,994,515,,,,,,,15,1033,588,,,,,,,15,814,866,,,,,,
93,3107.3,15,66,881,,,,,,,13,993,511,,,,,,,14,1032,583,,,,,,,15,813,866,,,,,,
94,3142.1,15,65,881,,,,,,,13,991,508,,,,,,,14,1031,580,,,,,,,14,813,866,,,,,,
95,3175.3,15,65,881,,,,,,,13,990,505,,,,,,,15,1030,577,,,,,,,14,813,866,,,,,,
96,3206.4,15,65,881,,,,,,,13,989,502,,,,,,,15,1029,574,,,,,,,14,813,866,,,,,,
97,3242.0,15,65,880,,,,,,,13,988,500,,,,,,,15,1028,571,,,,,,,15,814,866,,,,,,
98,3274.5,15,65,880,,,,,,,13,987,498,,,,,,,15,1027,571,,,,,,,14,813,866,,,,,,
99,3306.8,15,65,880,,,,,,,14,986,497,,,,,,,15,1027,569,,,,,,,15,814,866,,,,,,
100,3342.3,15,65,881,,,,,,,13,986,496,,,,,,,15,1026,566,,,,,,,15,813,866,,,,,,
101,3374.3,15,65,881,,,,,,,14,985,494,,,,,,,14,1026,565,,,,,,,14,813,866,,,,,,
102,3407.2,15,65,881,,,,,,,13,984,491,,,,,,,14,1025,563,,,,,,,14,814,866,,,,,,
103,3442.7,15,65,881,,,,,,,13,983,489,,,,,,,14,1024,560,,,,,,,14,814,866,,,,,,
104,3474.4,15,65,881,,,,,,,13,982,486,,,,,,,15,1023,558,,,,,,,14,814,866,,,,,,
105,3507.5,15,65,880,,,,,,,13,981,483,,,,,,,14,1021,554,,,,,,,15,814,866,,,,,,
106,3542.3,15,65,880,,,,,,,13,979,479,,,,,,,14,1020,549,,,,,,,15,814,866,,,,,,
107,3574.2,15,65,880,,,,,,,13,977,475,,,,,,,14,1019,545,,,,,,,14,813,866,,,,,,
108,3606.5,15,65,880,,,,,,,13,975,472,,,,,,,15,1017,542,,,,,,,14,813,866,,,,,,
109,3642.3,15,65,880,,,,,,,13,974,469,,,,,,,14,1015,538,,,,,,,15,814,866,,,,,,
110,3679.3,15,65,881,,,,,,,13,972,465,,,,,,,14,1014,535,,,,,,,15,814,866,,,,,,
111,3715.6,15,65,881,,,,,,,14,971,464,,,,,,,14,1013,532,,,,,,,14,814,866,,,,,,
112,3742.3,15,65,881,,,,,,,13,970,461,,,,,,,14,1013,529,,,,,,,14,814,866,,,,,,
113,3774.4,15,65,881,,,,,,,13,969,459,,,,,,,14,1012,528,,,,,,,14,814,866,,,,,,
114,3806.4,15,66,881,,,,,,,13,968,457,,,,,,,15,1011,526,,,,,,,14,814,866,,,,,,
115,3842.4,15,65,880,,,,,,,13,967,455,,,,,,,14,1010,523,,,,,,,15,814,866,,,,,,
116,3879.4,15,65,880,,,,,,,13,966,452,,,,,,,14,1009,521,,,,,,,14,813,866,,,,,,
117,3907.6,15,65,880,,,,,,,13,965,451,,,,,,,14,1008,518,,,,,,,14,814,866,,,,,,
118,3942.1,15,65,880,,,,,,,13,964,449,,,,,,,14,1007,516,,,,,,,15,814,866,,,,,,
119,3974.6,15,65,881,,,,,,,13,963,447,,,,,,,14,1007,514,,,,,,,15,813,866,,,,,,
120,4006.4,15,65,881,,,,,,,13,962,445,,,,,,,14,1006,512,,,,,,,14,814,866,,,,,,
121,4043.3,15,65,881,,,,,,,13,961,443,,,,,,,14,1004,509,,,,,,,14,814,866,,,,,,
122,4074.4,15,66,881,,,,,,,13,959,440,,,,,,,14,1003,507,,,,,,,15,813,866,,,,,,
123,4107.6,15,65,881,,,,,,,13,958,437,,,,,,,14,1002,504,,,,,,,14,814,866,,,,,,
124,4142.0,15,66,881,,,,,,,13,957,435,,,,,,,14,1001,501,,,,,,,14,814,866,,,,,,
125,4174.4,15,65,880,,,,,,,13,956,433,,,,,,,14,1000,499,,,,,,,14,813,866,,,,,,
126,4206.6,15,65,880,,,,,,,13,955,430,,,,,,,15,999,497,,,,,,,14,813,866,,,,,,
127,4242.0,15,65,880,,,,,,,14,954,428,,,,,,,14,997,494,,,,,,,15,814,866,,,,,,
128,4276.1,15,65,881,,,,,,,13,952,426,,,,,,,14,997,492,,,,,,,14,814,866,,,,,,
129,4306.8,15,65,881,,,,,,,13,951,424,,,,,,,14,996,490,,,,,,,14,814,866,,,,,,
130,4342.4,15,65,881,,,,,,,13,950,422,,,,,,,14,994,488,,,,,,,15,813,866,,,,,,
131,4374.2,16,65,881,,,,,,,13,949,421,,,,,,,14,994,486,,,,,,,14,814,866,,,,,,
132,4406.5,15,65,881,,,,,,,13,948,418,,,,,,,14,993,484,,,,,,,14,814,866,,,,,,
133,4441.9,15,65,881,,,,,,,13,947,417,,,,,,,14,992,481,,,,,,,15,814,866,,,,,,
134,4476.7,15,65,880,,,,,,,13,946,415,,,,,,,14,991,480,,,,,,,15,813,866,,,,,,
135,4506.7,15,65,880,,,,,,,13,945,414,,,,,,,14,990,479,,,,,,,14,813,866,,,,,,
136,4542.2,15,65,880,,,,,,,13,945,412,,,,,,,14,990,477,,,,,,,14,813,866,,,,,,
137,4574.2,15,65,881,,,,,,,13,944,412,,,,,,,14,989,476,,,,,,,14,814,866,,,,,,
138,4606.2,15,65,881,,,,,,,13,944,410,,,,,,,14,989,474,,,,,,,14,814,866,,,,,,
139,4642.1,16,65,881,,,,,,,13,943,409,,,,,,,14,988,473,,,,,,,14,814,866,,,,,,
140,4674.6,15,66,881,,,,,,,13,941,407,,,,,,,14,987,471,,,,,,,15,813,866,,,,,,
141,4706.5,15,65,881,,,,,,,13,940,404,,,,,,,14,986,468,,,,,,,14,814,866,,,,,,
142,4741.9,15,65,881,,,,,,,13,939,402,,,,,,,14,984,465,,,,,,,15,814,866,,,,,,
143,4774.1,15,65,880,,,,,,,13,937,399,,,,,,,14,983,463,,,,,,,15,813,866,,,,,,
144,4806.8,15,65,880,,,,,,,13,936,397,,,,,,,14,982,461,,,,,,,14,813,866,,,,,,
145,4842.0,15,65,880,,,,,,,13,935,395,,,,,,,15,981,458,,,,,,,14,814,866,,,,,,
146,4875.1,15,65,881,,,,,,,13,934,393,,,,,,,14,980,456,,,,,,,15,813,866,,,,,,
147,4906.3,16,65,881,,,,,,,13,933,391,,,,,,,14,978,454,,,,,,,15,813,866,,,,,,
148,4942.2,15,66,881,,,,,,,13,931,390,,,,,,,14,978,452,,,,,,,14,814,866,,,,,,
149,4974.3,15,65,881,,,,,,,13,930,387,,,,,,,14,977,450,,,,,,,14,814,866,,,,,,
150,5006.7,15,65,881,,,,,,,13,929,386,,,,,,,14,976,448,,,,,,,14,813,866,,,,,,
151,5042.4,15,65,880,,,,,,,13,929,384,,,,,,,14,975,446,,,,,,,15,813,866,,,,,,
152,5074.6,15,66,881,,,,,,,13,928,383,,,,,,,14,974,445,,,,,,,15,814,866,,,,,,
153,5106.6,15,65,880,,,,,,,13,927,381,,,,,,,14,973,444,,,,,,,15,813,866,,,,,,
154,5142.3,15,65,880,,,,,,,13,926,380,,,,,,,14,973,442,,,,,,,15,814,866,,,,,,
155,5174.6,15,65,881,,,,,,,13,925,379,,,,,,,14,972,441,,,,,,,14,814,866,,,,,,
156,5206.5,16,65,881,,,,,,,13,925,378,,,,,,,14,972,440,,,,,,,14,814,866,,,,,,
157,5242.7,15,65,881,,,,,,,13,924,377,,,,,,,14,971,438,,,,,,,15,814,866,,,,,,
158,5274.3,16,65,881,,,,,,,13,923,376,,,,,,,14,970,437,,,,,,,14,814,866,,,,,,
159,5306.5,15,65,881,,,,,,,13,922,373,,,,,,,15,969,435,,,,,,,14,814,866,,,,,,
160,5344.9,15,65,881,,,,,,,13,920,371,,,,,,,14,967,433,,,,,,,14,814,866,,,,,,
161,5374.3,15,65,880,,,,,,,13,919,369,,,,,,,14,966,429,,,,,,,14,814,866,,,,,,
162,5416.7,15,65,880,,,,,,,13,918,367,,,,,,,14,965,427,,,,,,,14,813,866,,,,,,
163,5442.4,15,65,881,,,,,,,13,916,364,,,,,,,14,964,425,,,,,,,15,813,866,,,,,,
164,5474.3,15,65,881,,,,,,,13,915,362,,,,,,,14,963,422,,,,,,,14,814,866,,,,,,
165,5506.3,15,66,881,,,,,,,13,914,360,,,,,,,14,961,421,,,,,,,14,814,866,,,,,,
166,5542.2,15,65,881,,,,,,,13,912,358,,,,,,,14,960,418,,,,,,,15,813,866,,,,,,
167,5574.4,15,65,881,,,,,,,13,910,356,,,,,,,14,958,415,,,,,,,14,814,866,,,,,,
168,5606.4,15,65,881,,,,,,,13,909,353,,,,,,,14,957,412,,,,,,,14,814,866,,,,,,
169,5643.0,15,65,881,,,,,,,13,907,350,,,,,,,14,955,409,,,,,,,14,813,866,,,,,,
170,5674.1,15,65,880,,,,,,,13,905,347,,,,,,,14,954,406,,,,,,,14,813,866,,,,,,
171,5707.2,15,65,880,,,,,,,13,904,346,,,,,,,14,953,403,,,,,,,14,813,866,,,,,,
172,5742.0,15,65,881,,,,,,,13,903,343,,,,,,,14,952,402,,,,,,,14,813,866,,,,,,
173,5774.2,15,65,881,,,,,,,13,902,342,,,,,,,14,950,400,,,,,,,14,814,866,,,,,,
174,5806.2,15,66,881,,,,,,,13,901,341,,,,,,,14,949,399,,,,,,,15,813,866,,,,,,
175,5842.1,15,65,881,,,,,,,13,900,340,,,,,,,14,948,398,,,,,,,14,814,866,,,,,,
176,5874.0,15,65,881,,,,,,,13,899,339,,,,,,,14,948,396,,,,,,,14,814,866,,,,,,
177,5907.0,15,65,881,,,,,,,13,899,338,,,,,,,14,947,396,,,,,,,15,813,866,,,,,,
178,5943.7,15,65,881,,,,,,,13,898,337,,,,,,,14,947,395,,,,,,,15,814,866,,,,,,
179,5974.2,15,65,880,,,,,,,13,897,336,,,,,,,14,946,394,,,,,,,15,813,866,,,,,,
180,6009.4,15,65,880,,,,,,,13,897,335,,,,,,,14,946,392,,,,,,,14,814,866,,,,,,
181,6042.0,15,65,881,,,,,,,13,896,334,,,,,,,14,946,392,,,,,,,15,813,866,,,,,,
182,6074.6,15,66,881,,,,,,,13,895,333,,,,,,,14,944,390,,,,,,,14,813,866,,,,,,
183,6106.9,16,65,881,,,,,,,13,895,332,,,,,,,14,943,389,,,,,,,15,813,866,,,,,,
184,6142.1,15,65,881,,,,,,,13,893,330,,,,,,,14,942,388,,,,,,,14,814,866,,,,,,
185,6174.5,16,65,881,,,,,,,13,892,328,,,,,,,14,941,385,,,,,,,14,814,866,,,,,,
186,6206.7,15,65,881,,,,,,,13,891,326,,,,,,,14,940,382,,,,,,,15,814,866,,,,,,
187,6242.0,15,65,881,,,,,,,13,889,324,,,,,,,14,938,380,,,,,,,15,814,866,,,,,,
188,6274.1,15,65,880,,,,,,,13,887,321,,,,,,,14,936,378,,,,,,,14,813,866,,,,,,
189,6306.8,15,65,880,,,,,,,13,886,319,,,,,,,14,935,375,,,,,,,14,813,866,,,,,,
190,6342.4,15,65,881,,,,,,,13,885,317,,,,,,,14,935,373,,,,,,,15,814,866,,,,,,
191,6375.5,15,65,881,,,,,,,13,884,316,,,,,,,14,934,371,,,,,,,14,814,866,,,,,,
192,6408.2,16,65,881,,,,,,,13,882,315,,,,,,,14,932,370,,,,,,,15,814,866,,,,,,
193,6442.2,15,65,881,,,,,,,13,881,313,,,,,,,14,931,369,,,,,,,15,813,866,,,,,,
194,6474.6,15,65,881,,,,,,,13,880,311,,,,,,,14,931,367,,,,,,,15,813,866,,,,,,
195,6506.7,15,65,881,,,,,,,13,879,310,,,,,,,14,929,366,,,,,,,15,813,866,,,,,,
196,6542.2,15,65,881,,,,,,,13,878,308,,,,,,,14,928,364,,,,,,,15,814,866,,,,,,
197,6574.3,15,65,880,,,,,,,13,877,307,,,,,,,14,928,362,,,,,,,15,813,866,,,,,,
198,6606.4,15,65,881,,,,,,,13,876,305,,,,,,,14,926,360,,,,,,,14,813,866,,,,,,
199,6642.3,15,65,881,,,,,,,13,875,304,,,,,,,14,925,359,,,,,,,15,813,866,,,,,,
200,6674.4,15,65,881,,,,,,,13,874,303,,,,,,,14,924,358,,,,,,,14,813,866,,,,,,
201,6706.5,16,65,881,,,,,,,13,873,302,,,,,,,14,923,356,,,,,,,14,814,866,,,,,,
202,6742.4,15,65,881,,,,,,,13,872,301,,,,,,,14,923,355,,,,,,,14,814,866,,,,,,
203,6774.3,16,65,881,,,,,,,13,871,299,,,,,,,14,922,353,,,,,,,14,814,866,,,,,,
204,6806.7,15,65,881,,,,,,,13,870,297,,,,,,,14,920,352,,,,,,,14,814,866,,,,,,
205,6842.4,15,65,881,,,,,,,13,869,296,,,,,,,14,919,350,,,,,,,14,814,866,,,,,,
206,6876.8,15,65,881,,,,,,,13,868,294,,,,,,,14,918,348,,,,,,,15,814,866,,,,,,
207,6906.5,15,65,881,,,,,,,13,867,293,,,,,,,14,918,347,,,,,,,14,813,866,,,,,,
208,6942.3,15,66,881,,,,,,,13,866,292,,,,,,,14,917,345,,,,,,,14,814,866,,,,,,
209,6974.4,15,65,881,,,,,,,13,865,291,,,,,,,14,917,345,,,,,,,14,814,866,,,,,,
210,7007.0,15,65,881,,,,,,,13,864,290,,,,,,,14,916,344,,,,,,,14,814,866,,,,,,
211,7042.6,15,66,882,,,,,,,13,864,289,,,,,,,14,915,343,,,,,,,14,814,866,,,,,,
212,7074.9,16,65,881,,,,,,,13,862,288,,,,,,,14,913,341,,,,,,,14,814,866,,,,,,
213,7106.6,15,65,881,,,,,,,13,861,286,,,,,,,14,912,340,,,,,,,14,814,866,,,,,,
214,7142.2,15,65,881,,,,,,,13,860,284,,,,,,,14,911,337,,,,,,,14,813,866,,,,,,
215,7174.4,15,65,881,,,,,,,13,858,282,,,,,,,14,910,334,,,,,,,14,814,866,,,,,,
216,7206.4,15,65,880,,,,,,,13,857,280,,,,,,,14,908,332,,,,,,,14,813,866,,,,,,
217,7242.1,15,65,881,,,,,,,13,856,279,,,,,,,14,906,330,,,,,,,15,814,866,,,,,,
218,7274.3,16,65,881,,,,,,,13,854,277,,,,,,,14,906,329,,,,,,,14,814,866,,,,,,
219,7306.6,15,65,881,,,,,,,13,853,275,,,,,,,14,904,327,,,,,,,15,813,866,,,,,,
220,7342.5,15,65,881,,,,,,,13,852,274,,,,,,,14,904,326,,,,,,,14,814,866,,,,,,
221,7374.5,16,65,881,,,,,,,13,850,273,,,,,,,14,902,324,,,,,,,14,814,866,,,,,,
222,7406.4,15,66,881,,,,,,,13,849,271,,,,,,,14,900,321,,,,,,,14,814,866,,,,,,
223,7446.4,15,65,881,,,,,,,13,848,269,,,,,,,14,899,320,,,,,,,14,814,866,,,,,,
224,7474.7,15,65,881,,,,,,,13,846,267,,,,,,,14,898,319,,,,,,,15,814,866,,,,,,
225,7507.0,15,65,881,,,,,,,13,845,265,,,,,,,14,897,316,,,,,,,15,814,866,,,,,,
226,7538.8,15,65,881,,,,,,,13,843,263,,,,,,,14,895,313,,,,,,,15,814,866,,,,,,
227,7574.2,15,65,881,,,,,,,13,841,261,,,,,,,14,893,311,,,,,,,14,814,866,,,,,,
228,7607.6,15,65,881,,,,,,,13,840,260,,,,,,,14,892,310,,,,,,,15,813,866,,,,,,
229,7641.9,15,65,881,,,,,,,13,838,258,,,,,,,13,890,308,,,,,,,14,814,866,,,,,,
230,7674.6,15,65,881,,,,,,,13,837,256,,,,,,,14,889,305,,,,,,,14,814,866,,,,,,
231,7706.7,15,66,881,,,,,,,13,836,255,,,,,,,14,888,304,,,,,,,15,813,866,,,,,,
232,7738.4,15,66,881,,,,,,,13,835,253,,,,,,,14,887,303,,,,,,,14,813,866,,,,,,
233,7777.6,15,65,881,,,,,,,13,833,251,,,,,,,14,886,300,,,,,,,14,813,866,,,,,,
234,7806.1,15,66,881,,,,,,,13,831,249,,,,,,,14,884,298,,,,,,,14,814,866,,,,,,
235,7839.0,15,65,881,,,,,,,13,830,247,,,,,,,14,882,296,,,,,,,14,813,866,,,,,,
236,7874.4,15,66,881,,,,,,,13,828,245,,,,,,,14,881,294,,,,,,,14,813,866,,,,,,
237,7906.2,15,65,881,,,,,,,13,826,243,,,,,,,14,879,292,,,,,,,15,813,866,,,,,,
238,7938.5,15,65,881,,,,,,,13,823,240,,,,,,,14,876,289,,,,,,,14,814,866,,,,,,
239,7974.7,15,65,881,,,,,,,13,821,238,,,,,,,14,874,286,,,,,,,14,814,866,,,,,,
