frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,161.9,15,65,881,,,,,,,13,983,689,,,,,,,15,1075,764,,,,,,,,,,,,,,,,14,814,867,,,,,,
1,161.9,15,65,881,,,,,,,13,983,689,,,,,,,15,1074,764,,,,,,,,,,,,,,,,14,814,867,,,,,,
2,315.7,15,65,881,,,,,,,13,983,688,,,,,,,15,1074,764,,,,,,,,,,,,,,,,14,814,867,,,,,,
3,342.7,15,65,881,,,,,,,14,983,689,,,,,,,15,1075,764,,,,,,,,,,,,,,,,14,814,867,,,,,,
4,362.6,15,65,881,,,,,,,14,982,689,,,,,,,15,1074,764,,,,,,,,,,,,,,,,15,813,867,,,,,,
5,383.0,15,65,881,,,,,,,14,982,688,,,,,,,15,1074,764,,,,,,,,,,,,,,,,15,814,867,,,,,,
6,395.8,15,65,881,,,,,,,14,983,688,,,,,,,15,1075,764,,,,,,,,,,,,,,,,14,814,867,,,,,,
7,411.0,15,66,881,,,,,,,14,983,688,,,,,,,15,1075,764,,,,,,,,,,,,,,,,14,814,867,,,,,,
8,422.8,15,65,881,,,,,,,14,983,689,,,,,,,15,1075,764,,,,,,,,,,,,,,,,14,814,867,,,,,,
9,449.1,15,65,881,,,,,,,14,982,689,,,,,,,15,1074,765,,,,,,,,,,,,,,,,14,814,867,,,,,,
10,449.1,15,65,881,,,,,,,14,983,688,,,,,,,15,1074,764,,,,,,,,,,,,,,,,14,814,867,,,,,,
11,463.6,15,65,881,,,,,,,14,983,688,,,,,,,15,1075,764,,,,,,,,,,,,,,,,15,814,867,,,,,,
12,497.3,15,65,881,,,,,,,14,983,688,,,,,,,15,1074,764,,,,,,,,,,,,,,,,15,814,867,,,,,,
13,512.2,15,65,881,,,,,,,14,983,688,,,,,,,15,1074,764,,,,,,,,,,,,,,,,15,814,867,,,,,,
14,527.9,15,65,881,,,,,,,14,983,688,,,,,,,15,1075,763,,,,,,,,,,,,,,,,15,814,867,,,,,,
15,543.5,15,66,881,,,,,,,14,983,688,,,,,,,15,1075,764,,,,,,,,,,,,,,,,14,814,867,,,,,,
16,582.6,15,65,881,,,,,,,14,982,688,,,,,,,15,1074,764,,,,,,,,,,,,,,,,14,814,867,,,,,,
17,598.4,15,65,881,,,,,,,14,982,688,,,,,,,15,1074,764,,,,,,,,,,,,,,,,14,814,867,,,,,,
18,611.5,15,65,881,,,,,,,14,983,688,,,,,,,15,1075,763,,,,,,,,,,,,,,,,14,814,867,,,,,,
19,640.6,15,65,881,,,,,,,14,983,687,,,,,,,15,1075,763,,,,,,,,,,,,,,,,14,814,867,,,,,,
20,672.3,15,65,881,,,,,,,14,982,688,,,,,,,15,1075,763,,,,,,,,,,,,,,,,14,814,867,,,,,,
21,704.9,15,65,881,,,,,,,14,982,688,,,,,,,15,1074,762,,,,,,,,,,,,,,,,15,814,867,,,,,,
22,740.2,15,65,881,,,,,,,14,982,687,,,,,,,15,1074,762,,,,,,,,,,,,,,,,14,814,867,,,,,,
23,773.1,15,65,881,,,,,,,14,982,688,,,,,,,15,1075,763,,,,,,,,,,,,,,,,15,814,867,,,,,,
24,804.4,15,65,881,,,,,,,14,982,688,,,,,,,15,1074,763,,,,,,,,,,,,,,,,14,814,867,,,,,,
25,840.3,15,65,881,,,,,,,14,982,688,,,,,,,15,1074,763,,,,,,,,,,,,,,,,14,814,867,,,,,,
26,872.4,15,65,881,,,,,,,14,982,687,,,,,,,15,1074,763,,,,,,,,,,,,,,,,14,814,867,,,,,,
27,904.3,15,65,881,,,,,,,14,982,688,,,,,,,15,1074,763,,,,,,,,,,,,,,,,15,814,867,,,,,,
28,940.3,15,65,881,,,,,,,14,983,687,,,,,,,15,1074,762,,,,,,,,,,,,,,,,15,814,867,,,,,,
29,972.4,15,65,881,,,,,,,14,982,687,,,,,,,15,1074,762,,,,,,,,,,,,,,,,14,814,867,,,,,,
30,1005.2,15,65,881,,,,,,,14,982,688,,,,,,,15,1074,763,,,,,,,,,,,,,,,,14,814,867,,,,,,
31,1040.8,15,65,881,,,,,,,14,982,688,,,,,,,15,1075,763,,,,,,,,,,,,,,,,15,814,867,,,,,,
32,1072.4,15,66,881,,,,,,,14,982,688,,,,,,,15,1074,764,,,,,,,,,,,,,,,,15,814,867,,,,,,
33,1104.4,15,65,881,,,,,,,14,982,688,,,,,,,15,1074,763,,,,,,,,,,,,,,,,15,814,868,,,,,,
34,1140.6,15,65,881,,,,,,,14,982,688,,,,,,,15,1075,763,,,,,,,,,,,,,,,,14,814,867,,,,,,
35,1172.2,15,65,881,,,,,,,14,982,688,,,,,,,15,1074,763,,,,,,,,,,,,,,,,14,814,867,,,,,,
36,1205.4,15,65,880,,,,,,,14,983,687,,,,,,,15,1074,763,,,,,,,,,,,,,,,,15,814,867,,,,,,
37,1240.2,15,65,881,,,,,,,14,982,687,,,,,,,15,1075,762,,,,,,,,,,,,,,,,15,814,867,,,,,,
38,1273.8,15,65,881,,,,,,,14,982,688,,,,,,,15,1075,763,,,,,,,,,,,,,,,,15,814,867,,,,,,
39,1306.3,15,65,881,,,,,,,14,982,688,,,,,,,15,1075,763,,,,,,,,,,,,,,,,15,814,867,,,,,,
40,1339.9,15,66,882,,,,,,,14,982,688,,,,,,,15,1075,764,,,,,,,,,,,,,,,,14,814,868,,,,,,
41,1372.1,15,66,882,,,,,,,14,983,689,,,,,,,15,1075,764,,,,,,,,,,,,,,,,15,814,868,,,,,,
42,1404.0,15,65,882,,,,,,,14,982,688,,,,,,,15,1075,764,,,,,,,,,,,,,,,,15,814,868,,,,,,
43,1440.1,15,65,880,,,,,,,14,982,688,,,,,,,15,1074,763,,,,,,,,,,,,,,,,14,814,867,,,,,,
44,1472.5,15,65,880,,,,,,,14,982,687,,,,,,,15,1074,763,,,,,,,,,,,,,,,,15,814,866,,,,,,
45,1504.1,15,66,880,,,,,,,14,982,687,,,,,,,15,1074,763,,,,,,,,,,,,,,,,14,814,866,,,,,,
46,1540.1,15,65,880,,,,,,,14,983,687,,,,,,,15,1074,763,,,,,,,,,,,,,,,,15,814,866,,,,,,
47,1578.3,15,65,881,,,,,,,14,982,687,,,,,,,15,1074,763,,,,,,,,,,,,,,,,15,814,867,,,,,,
48,1605.3,15,65,882,,,,,,,14,982,688,,,,,,,15,1074,764,,,,,,,,,,,,,,,,14,814,868,,,,,,
49,1640.2,15,66,882,,,,,,,14,982,689,,,,,,,15,1075,764,,,,,,,,,,,,,,,,15,814,869,,,,,,
50,1672.3,15,66,882,,,,,,,14,983,688,,,,,,,15,1075,764,,,,,,,,,,,,,,,,14,814,869,,,,,,
51,1704.2,15,65,881,,,,,,,14,982,688,,,,,,,15,1074,763,,,,,,,,,,,,,,,,14,814,867,,,,,,
52,1740.3,15,65,880,,,,,,,14,982,686,,,,,,,15,1074,761,,,,,,,,,,,,,,,,14,814,867,,,,,,
53,1772.1,15,66,879,,,,,,,14,982,684,,,,,,,15,1074,759,,,,,,,,,,,,,,,,15,814,866,,,,,,
54,1805.8,15,65,880,,,,,,,14,982,682,,,,,,,15,1074,756,,,,,,,,,,,,,,,,15,814,866,,,,,,
55,1840.3,15,65,880,,,,,,,14,981,681,,,,,,,15,1073,754,,,,,,,,,,,,,,,,14,814,866,,,,,,
56,1875.7,15,65,881,,,,,,,14,980,680,,,,,,,15,1073,754,,,,,,,,,,,,,,,,15,814,867,,,,,,
57,1906.4,15,66,882,,,,,,,14,981,680,,,,,,,15,1074,754,,,,,,,,,,,,,,,,15,814,868,,,,,,
58,1939.8,15,66,882,,,,,,,14,980,679,,,,,,,15,1073,753,,,,,,,,,,,,,,,,15,814,869,,,,,,
