frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,141.3,15,56,882,,,,,,,12,1038,695,,,,,,,15,1081,760,,,,,,,31,1067,662,,,,,,,14,813,871,,,,,,
1,141.3,14,55,882,,,,,,,12,1038,695,,,,,,,15,1081,760,,,,,,,29,1065,661,,,,,,,14,813,871,,,,,,
2,291.0,15,55,882,,,,,,,12,1038,694,,,,,,,15,1081,760,,,,,,,6,1070,660,,,,,,,14,813,872,,,,,,
3,321.9,15,56,882,,,,,,,13,1038,695,,,,,,,16,1082,761,,,,,,,7,1086,646,,,,,,,15,813,872,,,,,,
4,359.0,15,56,882,,,,,,,13,1038,696,,,,,,,16,1083,762,,,,,,,6,1088,646,,,,,,,15,813,872,,,,,,
5,382.7,15,56,882,,,,,,,13,1038,697,,,,,,,16,1083,764,,,,,,,,,,,,,,,,15,814,872,,,,,,
6,398.0,15,56,882,,,,,,,13,1038,698,,,,,,,16,1083,765,,,,,,,,,,,,,,,,15,813,872,,,,,,
7,410.2,15,56,882,,,,,,,13,1039,699,,,,,,,16,1083,767,,,,,,,,,,,,,,,,15,813,872,,,,,,
8,422.3,15,56,881,,,,,,,13,1039,699,,,,,,,16,1083,766,,,,,,,,,,,,,,,,15,814,871,,,,,,
9,434.3,15,56,882,,,,,,,13,1038,699,,,,,,,16,1083,766,,,,,,,,,,,,,,,,15,813,871,,,,,,
10,458.8,15,56,882,,,,,,,13,1038,698,,,,,,,16,1083,765,,,,,,,,,,,,,,,,15,813,871,,,,,,
11,458.8,15,57,882,,,,,,,13,1038,698,,,,,,,16,1083,765,,,,,,,,,,,,,,,,15,813,871,,,,,,
12,482.5,15,56,882,,,,,,,13,1038,698,,,,,,,16,1083,765,,,,,,,,,,,,,,,,15,813,872,,,,,,
13,524.4,15,56,882,,,,,,,13,1039,699,,,,,,,16,1083,766,,,,,,,,,,,,,,,,15,813,872,,,,,,
14,541.1,15,56,882,,,,,,,13,1039,700,,,,,,,16,1083,767,,,,,,,,,,,,,,,,15,813,872,,,,,,
15,554.3,15,57,882,,,,,,,13,1038,700,,,,,,,16,1083,768,,,,,,,,,,,,,,,,15,813,871,,,,,,
16,583.6,15,56,882,,,,,,,13,1039,700,,,,,,,16,1083,768,,,,,,,,,,,,,,,,15,814,871,,,,,,
17,609.0,15,56,881,,,,,,,13,1039,699,,,,,,,16,1083,767,,,,,,,,,,,,,,,,15,813,871,,,,,,
18,618.1,15,56,882,,,,,,,13,1038,699,,,,,,,16,1083,766,,,,,,,,,,,,,,,,15,813,871,,,,,,
19,641.9,15,57,882,,,,,,,13,1038,699,,,,,,,16,1083,767,,,,,,,,,,,,,,,,15,813,872,,,,,,
20,673.6,15,56,882,,,,,,,13,1039,699,,,,,,,16,1083,767,,,,,,,,,,,,,,,,15,813,872,,,,,,
21,710.1,15,56,882,,,,,,,13,1038,699,,,,,,,16,1083,766,,,,,,,,,,,,,,,,15,813,872,,,,,,
22,741.6,15,56,882,,,,,,,13,1038,699,,,,,,,16,1083,766,,,,,,,6,1090,650,,,,,,,15,813,872,,,,,,
23,773.9,15,56,882,,,,,,,13,1039,699,,,,,,,16,1083,765,,,,,,,6,1091,650,,,,,,,15,813,872,,,,,,
24,809.3,15,56,882,,,,,,,13,1038,698,,,,,,,16,1083,764,,,,,,,6,1094,648,,,,,,,15,814,871,,,,,,
25,842.2,15,56,882,,,,,,,13,1038,698,,,,,,,16,1083,763,,,,,,,6,1095,645,,,,,,,15,813,871,,,,,,
26,874.2,15,56,881,,,,,,,13,1038,697,,,,,,,16,1082,762,,,,,,,5,1097,644,,,,,,,15,813,871,,,,,,
27,909.0,15,56,882,,,,,,,13,1038,695,,,,,,,16,1081,760,,,,,,,,,,,,,,,,15,813,871,,,,,,
28,941.5,15,56,882,,,,,,,13,1038,694,,,,,,,16,1081,759,,,,,,,,,,,,,,,,15,814,871,,,,,,
29,973.8,15,56,882,,,,,,,13,1037,693,,,,,,,16,1081,758,,,,,,,,,,,,,,,,15,813,872,,,,,,
30,1011.3,15,56,882,,,,,,,13,1037,692,,,,,,,16,1081,758,,,,,,,,,,,,,,,,15,813,872,,,,,,
31,1042.5,15,56,882,,,,,,,13,1037,692,,,,,,,16,1081,756,,,,,,,,,,,,,,,,15,813,872,,,,,,
32,1073.5,15,57,882,,,,,,,13,1037,691,,,,,,,15,1080,755,,,,,,,5,1067,645,,,,,,,15,813,871,,,,,,
33,1109.3,15,57,882,,,,,,,13,1037,691,,,,,,,16,1081,756,,,,,,,,,,,,,,,,15,813,871,,,,,,
34,1141.4,15,56,882,,,,,,,13,1037,691,,,,,,,16,1081,755,,,,,,,,,,,,,,,,15,813,871,,,,,,
35,1173.6,15,56,881,,,,,,,13,1036,690,,,,,,,16,1080,755,,,,,,,,,,,,,,,,15,813,871,,,,,,
36,1209.4,15,56,882,,,,,,,13,1037,690,,,,,,,15,1080,753,,,,,,,,,,,,,,,,15,813,871,,,,,,
37,1241.2,15,57,882,,,,,,,13,1037,689,,,,,,,16,1081,752,,,,,,,,,,,,,,,,15,813,871,,,,,,
38,1273.4,15,56,882,,,,,,,13,1037,689,,,,,,,15,1080,753,,,,,,,,,,,,,,,,15,813,872,,,,,,
39,1309.4,15,56,883,,,,,,,13,1036,688,,,,,,,16,1080,752,,,,,,,,,,,,,,,,15,813,872,,,,,,
40,1346.1,15,56,882,,,,,,,13,1036,687,,,,,,,15,1080,751,,,,,,,,,,,,,,,,15,813,872,,,,,,
41,1382.5,15,57,882,,,,,,,13,1036,687,,,,,,,16,1080,750,,,,,,,,,,,,,,,,15,813,872,,,,,,
42,1409.2,15,57,882,,,,,,,13,1036,686,,,,,,,16,1080,749,,,,,,,,,,,,,,,,15,813,871,,,,,,
43,1441.7,15,56,882,,,,,,,13,1035,685,,,,,,,15,1080,748,,,,,,,,,,,,,,,,15,813,871,,,,,,
44,1473.4,15,56,882,,,,,,,13,1035,683,,,,,,,16,1079,746,,,,,,,,,,,,,,,,15,813,871,,,,,,
45,1509.0,15,56,882,,,,,,,13,1035,681,,,,,,,15,1079,742,,,,,,,,,,,,,,,,15,814,871,,,,,,
46,1541.0,15,56,882,,,,,,,13,1035,679,,,,,,,16,1079,741,,,,,,,,,,,,,,,,15,813,871,,,,,,
47,1573.2,15,56,882,,,,,,,13,1034,677,,,,,,,16,1078,740,,,,,,,,,,,,,,,,15,813,872,,,,,,
48,1609.1,15,56,882,,,,,,,13,1033,675,,,,,,,16,1078,738,,,,,,,,,,,,,,,,15,813,871,,,,,,
